Country;CommodityCode;Grandeza;CÓDIGO DATAGRO
Israel;4235000;TotalDistribution;OLO_IL
Israel;4236000;TotalDistribution;SFO_IL
Israel;4239100;TotalDistribution;RPO_IL
Jamaica;410000;TotalDistribution;WHT_JM
Jamaica;440000;TotalDistribution;COR_JM
Jamaica;813100;TotalDistribution;SBM_JM
Jamaica;4232000;TotalDistribution;SBO_JM
Japan;410000;TotalDistribution;WHT_JP
Japan;440000;TotalDistribution;COR_JP
Japan;813100;TotalDistribution;SBM_JP
Japan;813200;TotalDistribution;PNM_JP
Japan;813300;TotalDistribution;CTM_JP
Japan;813600;TotalDistribution;RPM_JP
Japan;813700;TotalDistribution;CPM_JP
Japan;813800;TotalDistribution;PKM_JP
Japan;814200;TotalDistribution;FIM_JP
Japan;2221000;TotalDistribution;PNS_JP
Japan;2222000;TotalDistribution;SBS_JP
Japan;2223000;TotalDistribution;CTS_JP
Japan;2226000;TotalDistribution;RPS_JP
Japan;4232000;TotalDistribution;SBO_JP
Japan;4233000;TotalDistribution;CTO_JP
Japan;4234000;TotalDistribution;PNO_JP
Japan;4235000;TotalDistribution;OLO_JP
Japan;4236000;TotalDistribution;SFO_JP
Japan;4239100;TotalDistribution;RPO_JP
Japan;4242000;TotalDistribution;CCO_JP
Japan;4243000;TotalDistribution;PAO_JP
Japan;4244000;TotalDistribution;PKO_JP
Jordan;410000;TotalDistribution;WHT_JO
Jordan;440000;TotalDistribution;COR_JO
Jordan;813100;TotalDistribution;SBM_JO
Jordan;4232000;TotalDistribution;SBO_JO
Jordan;4235000;TotalDistribution;OLO_JO
Jordan;4236000;TotalDistribution;SFO_JO
Jordan;4243000;TotalDistribution;PAO_JO
Kazakhstan;410000;TotalDistribution;WHT_KZ
Kazakhstan;440000;TotalDistribution;COR_KZ
Kazakhstan;813100;TotalDistribution;SBM_KZ
Kazakhstan;813300;TotalDistribution;CTM_KZ
Kazakhstan;813500;TotalDistribution;SFM_KZ
Kazakhstan;813600;TotalDistribution;RPM_KZ
Kazakhstan;2222000;TotalDistribution;SBS_KZ
Kazakhstan;2223000;TotalDistribution;CTS_KZ
Kazakhstan;2224000;TotalDistribution;SFS_KZ
Kazakhstan;2226000;TotalDistribution;RPS_KZ
Kazakhstan;4232000;TotalDistribution;SBO_KZ
Kazakhstan;4233000;TotalDistribution;CTO_KZ
Kazakhstan;4236000;TotalDistribution;SFO_KZ
Kazakhstan;4239100;TotalDistribution;RPO_KZ
Kenya;410000;TotalDistribution;WHT_KE
Kenya;440000;TotalDistribution;COR_KE
Kenya;813100;TotalDistribution;SBM_KE
Kenya;4243000;TotalDistribution;PAO_KE
Korea, North;410000;TotalDistribution;WHT_KR
Korea, North;440000;TotalDistribution;COR_KR
Korea, North;813100;TotalDistribution;SBM_KR
Korea, North;2222000;TotalDistribution;SBS_KR
Korea, North;4232000;TotalDistribution;SBO_KR
Korea, North;4243000;TotalDistribution;PAO_KR
Korea, South;410000;TotalDistribution;WHT_KP
Korea, South;440000;TotalDistribution;COR_KP
Korea, South;813100;TotalDistribution;SBM_KP
Korea, South;813300;TotalDistribution;CTM_KP
Korea, South;813600;TotalDistribution;RPM_KP
Korea, South;813700;TotalDistribution;CPM_KP
Korea, South;813800;TotalDistribution;PKM_KP
Korea, South;814200;TotalDistribution;FIM_KP
Korea, South;2221000;TotalDistribution;PNS_KP
Korea, South;2222000;TotalDistribution;SBS_KP
Korea, South;2223000;TotalDistribution;CTS_KP
Korea, South;2226000;TotalDistribution;RPS_KP
Korea, South;4232000;TotalDistribution;SBO_KP
Korea, South;4233000;TotalDistribution;CTO_KP
Korea, South;4235000;TotalDistribution;OLO_KP
Korea, South;4239100;TotalDistribution;RPO_KP
Korea, South;4242000;TotalDistribution;CCO_KP
Korea, South;4243000;TotalDistribution;PAO_KP
Kuwait;410000;TotalDistribution;WHT_KW
Kuwait;440000;TotalDistribution;COR_KW
Kuwait;4243000;TotalDistribution;PAO_KW
Kyrgyzstan;410000;TotalDistribution;WHT_KG
Kyrgyzstan;440000;TotalDistribution;COR_KG
Kyrgyzstan;813300;TotalDistribution;CTM_KG
Kyrgyzstan;2223000;TotalDistribution;CTS_KG
Kyrgyzstan;4233000;TotalDistribution;CTO_KG
Laos;440000;TotalDistribution;COR_LA
Lebanon;410000;TotalDistribution;WHT_LB
Lebanon;440000;TotalDistribution;COR_LB
Lebanon;813100;TotalDistribution;SBM_LB
Lebanon;2222000;TotalDistribution;SBS_LB
Lebanon;4232000;TotalDistribution;SBO_LB
Lebanon;4235000;TotalDistribution;OLO_LB
Lebanon;4236000;TotalDistribution;SFO_LB
Lesotho;410000;TotalDistribution;WHT_LS
Lesotho;440000;TotalDistribution;COR_LS
Liberia;410000;TotalDistribution;WHT_LR
Liberia;813800;TotalDistribution;PKM_LR
Liberia;2232000;TotalDistribution;PKS_LR
Liberia;4243000;TotalDistribution;PAO_LR
Liberia;4244000;TotalDistribution;PKO_LR
Libya;410000;TotalDistribution;WHT_LY
Libya;440000;TotalDistribution;COR_LY
Libya;813100;TotalDistribution;SBM_LY
Libya;4235000;TotalDistribution;OLO_LY
Libya;4236000;TotalDistribution;SFO_LY
Madagascar;410000;TotalDistribution;WHT_MG
Madagascar;440000;TotalDistribution;COR_MG
Madagascar;813300;TotalDistribution;CTM_MG
Madagascar;2223000;TotalDistribution;CTS_MG
Madagascar;4232000;TotalDistribution;SBO_MG
Madagascar;4233000;TotalDistribution;CTO_MG
Malawi;410000;TotalDistribution;WHT_MW
Malawi;440000;TotalDistribution;COR_MW
Malawi;813200;TotalDistribution;PNM_MW
Malawi;2221000;TotalDistribution;PNS_MW
Malawi;4234000;TotalDistribution;PNO_MW
Malaysia;410000;TotalDistribution;WHT_MY
Malaysia;440000;TotalDistribution;COR_MY
Malaysia;813100;TotalDistribution;SBM_MY
Malaysia;813200;TotalDistribution;PNM_MY
Malaysia;813700;TotalDistribution;CPM_MY
Malaysia;813800;TotalDistribution;PKM_MY
Malaysia;814200;TotalDistribution;FIM_MY
Malaysia;2221000;TotalDistribution;PNS_MY
Malaysia;2222000;TotalDistribution;SBS_MY
Malaysia;2231000;TotalDistribution;CPO_MY
Malaysia;2232000;TotalDistribution;PKS_MY
Malaysia;4232000;TotalDistribution;SBO_MY
Malaysia;4234000;TotalDistribution;PNO_MY
Malaysia;4242000;TotalDistribution;CCO_MY
Malaysia;4243000;TotalDistribution;PAO_MY
Malaysia;4244000;TotalDistribution;PKO_MY
Mali;410000;TotalDistribution;WHT_ML
Mali;440000;TotalDistribution;COR_ML
Mali;813200;TotalDistribution;PNM_ML
Mali;813300;TotalDistribution;CTM_ML
Mali;2221000;TotalDistribution;PNS_ML
Mali;2223000;TotalDistribution;CTS_ML
Mali;4233000;TotalDistribution;CTO_ML
Mali;4234000;TotalDistribution;PNO_ML
Mauritania;410000;TotalDistribution;WHT_MR
Mauritania;440000;TotalDistribution;COR_MR
Mauritania;4243000;TotalDistribution;PAO_MR
Mauritius;410000;TotalDistribution;WHT_MU
Mauritius;4232000;TotalDistribution;SBO_MU
Mexico;410000;TotalDistribution;WHT_MX
Mexico;440000;TotalDistribution;COR_MX
Mexico;813100;TotalDistribution;SBM_MX
Mexico;813200;TotalDistribution;PNM_MX
Mexico;813300;TotalDistribution;CTM_MX
Mexico;813500;TotalDistribution;SFM_MX
Mexico;813600;TotalDistribution;RPM_MX
Mexico;813700;TotalDistribution;CPM_MX
Mexico;814200;TotalDistribution;FIM_MX
Mexico;2221000;TotalDistribution;PNS_MX
Mexico;2222000;TotalDistribution;SBS_MX
Mexico;2223000;TotalDistribution;CTS_MX
Mexico;2224000;TotalDistribution;SFS_MX
Mexico;2226000;TotalDistribution;RPS_MX
Mexico;2231000;TotalDistribution;CPO_MX
Mexico;4232000;TotalDistribution;SBO_MX
Mexico;4233000;TotalDistribution;CTO_MX
Mexico;4234000;TotalDistribution;PNO_MX
Mexico;4235000;TotalDistribution;OLO_MX
Mexico;4236000;TotalDistribution;SFO_MX
Mexico;4239100;TotalDistribution;RPO_MX
Mexico;4242000;TotalDistribution;CCO_MX
Mexico;4243000;TotalDistribution;PAO_MX
Mexico;4244000;TotalDistribution;PKO_MX
Moldova;410000;TotalDistribution;WHT_MD
Moldova;440000;TotalDistribution;COR_MD
Moldova;813500;TotalDistribution;SFM_MD
Moldova;2224000;TotalDistribution;SFS_MD
Moldova;2226000;TotalDistribution;RPS_MD
Moldova;4236000;TotalDistribution;SFO_MD
Mongolia;410000;TotalDistribution;WHT_MN
Morocco;410000;TotalDistribution;WHT_MA
Morocco;440000;TotalDistribution;COR_MA
Morocco;813100;TotalDistribution;SBM_MA
Morocco;813500;TotalDistribution;SFM_MA
Morocco;813600;TotalDistribution;RPM_MA
Morocco;814200;TotalDistribution;FIM_MA
Morocco;2221000;TotalDistribution;PNS_MA
Morocco;2222000;TotalDistribution;SBS_MA
Morocco;2224000;TotalDistribution;SFS_MA
Morocco;2226000;TotalDistribution;RPS_MA
Morocco;4232000;TotalDistribution;SBO_MA
Morocco;4235000;TotalDistribution;OLO_MA
Morocco;4236000;TotalDistribution;SFO_MA
Morocco;4239100;TotalDistribution;RPO_MA
Mozambique;410000;TotalDistribution;WHT_MZ
Mozambique;440000;TotalDistribution;COR_MZ
Mozambique;813200;TotalDistribution;PNM_MZ
Mozambique;813300;TotalDistribution;CTM_MZ
Mozambique;813700;TotalDistribution;CPM_MZ
Mozambique;2221000;TotalDistribution;PNS_MZ
Mozambique;2223000;TotalDistribution;CTS_MZ
Mozambique;2231000;TotalDistribution;CPO_MZ
Mozambique;4233000;TotalDistribution;CTO_MZ
Mozambique;4234000;TotalDistribution;PNO_MZ
Mozambique;4242000;TotalDistribution;CCO_MZ
Mozambique;4243000;TotalDistribution;PAO_MZ
Namibia;410000;TotalDistribution;WHT_NA
Namibia;440000;TotalDistribution;COR_NA
Nepal;410000;TotalDistribution;WHT_NP
Nepal;440000;TotalDistribution;COR_NP
New Zealand;410000;TotalDistribution;WHT_NZ
New Zealand;440000;TotalDistribution;COR_NZ
New Zealand;813100;TotalDistribution;SBM_NZ
New Zealand;813300;TotalDistribution;CTM_NZ
New Zealand;813800;TotalDistribution;PKM_NZ
New Zealand;814200;TotalDistribution;FIM_NZ
New Zealand;4232000;TotalDistribution;SBO_NZ
New Zealand;4233000;TotalDistribution;CTO_NZ
New Zealand;4239100;TotalDistribution;RPO_NZ
New Zealand;4243000;TotalDistribution;PAO_NZ
Nicaragua;410000;TotalDistribution;WHT_NI
Nicaragua;440000;TotalDistribution;COR_NI
Nicaragua;813100;TotalDistribution;SBM_NI
Nicaragua;813200;TotalDistribution;PNM_NI
Nicaragua;2221000;TotalDistribution;PNS_NI
Nicaragua;2222000;TotalDistribution;SBS_NI
Nicaragua;4232000;TotalDistribution;SBO_NI
Nicaragua;4234000;TotalDistribution;PNO_NI
Niger;410000;TotalDistribution;WHT_NE
Niger;813200;TotalDistribution;PNM_NE
Niger;2221000;TotalDistribution;PNS_NE
Niger;4234000;TotalDistribution;PNO_NE
Nigeria;410000;TotalDistribution;WHT_NG
Nigeria;440000;TotalDistribution;COR_NG
Nigeria;813100;TotalDistribution;SBM_NG
Nigeria;813200;TotalDistribution;PNM_NG
Nigeria;813300;TotalDistribution;CTM_NG
Nigeria;813700;TotalDistribution;CPM_NG
Nigeria;813800;TotalDistribution;PKM_NG
Nigeria;2221000;TotalDistribution;PNS_NG
Nigeria;2222000;TotalDistribution;SBS_NG
Nigeria;2223000;TotalDistribution;CTS_NG
Nigeria;2231000;TotalDistribution;CPO_NG
Nigeria;2232000;TotalDistribution;PKS_NG
Nigeria;4232000;TotalDistribution;SBO_NG
Nigeria;4233000;TotalDistribution;CTO_NG
Nigeria;4234000;TotalDistribution;PNO_NG
Nigeria;4242000;TotalDistribution;CCO_NG
Nigeria;4243000;TotalDistribution;PAO_NG
Nigeria;4244000;TotalDistribution;PKO_NG
North Macedonia;410000;TotalDistribution;WHT_MK
North Macedonia;440000;TotalDistribution;COR_MK
North Macedonia;813100;TotalDistribution;SBM_MK
North Macedonia;813500;TotalDistribution;SFM_MK
North Macedonia;2224000;TotalDistribution;SFS_MK
North Macedonia;4236000;TotalDistribution;SFO_MK
Norway;410000;TotalDistribution;WHT_NO
Norway;440000;TotalDistribution;COR_NO
Norway;813100;TotalDistribution;SBM_NO
Norway;813500;TotalDistribution;SFM_NO
Norway;813600;TotalDistribution;RPM_NO
Norway;814200;TotalDistribution;FIM_NO
Norway;2221000;TotalDistribution;PNS_NO
Norway;2222000;TotalDistribution;SBS_NO
Norway;2224000;TotalDistribution;SFS_NO
Norway;2226000;TotalDistribution;RPS_NO
Norway;4232000;TotalDistribution;SBO_NO
Norway;4236000;TotalDistribution;SFO_NO
Norway;4239100;TotalDistribution;RPO_NO
Norway;4242000;TotalDistribution;CCO_NO
Norway;4243000;TotalDistribution;PAO_NO
Oman;410000;TotalDistribution;WHT_OM
Oman;440000;TotalDistribution;COR_OM
Oman;4243000;TotalDistribution;PAO_OM
Other;4243000;TotalDistribution;PAO_OT
Pakistan;410000;TotalDistribution;WHT_PK
Pakistan;440000;TotalDistribution;COR_PK
Pakistan;813100;TotalDistribution;SBM_PK
Pakistan;813300;TotalDistribution;CTM_PK
Pakistan;813500;TotalDistribution;SFM_PK
Pakistan;813600;TotalDistribution;RPM_PK
Pakistan;2221000;TotalDistribution;PNS_PK
Pakistan;2222000;TotalDistribution;SBS_PK
Pakistan;2223000;TotalDistribution;CTS_PK
Pakistan;2224000;TotalDistribution;SFS_PK
Pakistan;2226000;TotalDistribution;RPS_PK
Pakistan;4232000;TotalDistribution;SBO_PK
Pakistan;4233000;TotalDistribution;CTO_PK
Pakistan;4236000;TotalDistribution;SFO_PK
Pakistan;4239100;TotalDistribution;RPO_PK
Pakistan;4243000;TotalDistribution;PAO_PK
Panama;410000;TotalDistribution;WHT_PA
Panama;440000;TotalDistribution;COR_PA
Panama;813100;TotalDistribution;SBM_PA
Panama;2222000;TotalDistribution;SBS_PA
Panama;4232000;TotalDistribution;SBO_PA
Papua New Guinea;410000;TotalDistribution;WHT_PG
Papua New Guinea;813700;TotalDistribution;CPM_PG
Papua New Guinea;813800;TotalDistribution;PKM_PG
Papua New Guinea;2231000;TotalDistribution;CPO_PG
Papua New Guinea;2232000;TotalDistribution;PKS_PG
Papua New Guinea;4242000;TotalDistribution;CCO_PG
Papua New Guinea;4243000;TotalDistribution;PAO_PG
Papua New Guinea;4244000;TotalDistribution;PKO_PG
Paraguay;410000;TotalDistribution;WHT_PY
Paraguay;440000;TotalDistribution;COR_PY
Paraguay;813100;TotalDistribution;SBM_PY
Paraguay;813300;TotalDistribution;CTM_PY
Paraguay;813500;TotalDistribution;SFM_PY
Paraguay;813600;TotalDistribution;RPM_PY
Paraguay;2222000;TotalDistribution;SBS_PY
Paraguay;2223000;TotalDistribution;CTS_PY
Paraguay;2224000;TotalDistribution;SFS_PY
Paraguay;2226000;TotalDistribution;RPS_PY
Paraguay;4232000;TotalDistribution;SBO_PY
Paraguay;4233000;TotalDistribution;CTO_PY
Paraguay;4236000;TotalDistribution;SFO_PY
Paraguay;4239100;TotalDistribution;RPO_PY
Peru;410000;TotalDistribution;WHT_PE
Peru;440000;TotalDistribution;COR_PE
Peru;813100;TotalDistribution;SBM_PE
Peru;813500;TotalDistribution;SFM_PE
Peru;814200;TotalDistribution;FIM_PE
Peru;2222000;TotalDistribution;SBS_PE
Peru;4232000;TotalDistribution;SBO_PE
Peru;4236000;TotalDistribution;SFO_PE
Peru;4243000;TotalDistribution;PAO_PE
Philippines;410000;TotalDistribution;WHT_PH
Philippines;440000;TotalDistribution;COR_PH
Philippines;813100;TotalDistribution;SBM_PH
Philippines;813700;TotalDistribution;CPM_PH
Philippines;813800;TotalDistribution;PKM_PH
Philippines;814200;TotalDistribution;FIM_PH
Philippines;2221000;TotalDistribution;PNS_PH
Philippines;2222000;TotalDistribution;SBS_PH
Philippines;2231000;TotalDistribution;CPO_PH
Philippines;2232000;TotalDistribution;PKS_PH
Philippines;4232000;TotalDistribution;SBO_PH
Philippines;4242000;TotalDistribution;CCO_PH
Philippines;4243000;TotalDistribution;PAO_PH
Philippines;4244000;TotalDistribution;PKO_PH
Qatar;440000;TotalDistribution;COR_QA
Russia;410000;TotalDistribution;WHT_RU
Russia;440000;TotalDistribution;COR_RU
Russia;813100;TotalDistribution;SBM_RU
Russia;813500;TotalDistribution;SFM_RU
Russia;813600;TotalDistribution;RPM_RU
Russia;814200;TotalDistribution;FIM_RU
Russia;2221000;TotalDistribution;PNS_RU
Russia;2222000;TotalDistribution;SBS_RU
Russia;2224000;TotalDistribution;SFS_RU
Russia;2226000;TotalDistribution;RPS_RU
Russia;4232000;TotalDistribution;SBO_RU
Russia;4235000;TotalDistribution;OLO_RU
Russia;4236000;TotalDistribution;SFO_RU
Russia;4239100;TotalDistribution;RPO_RU
Russia;4242000;TotalDistribution;CCO_RU
Russia;4243000;TotalDistribution;PAO_RU
Russia;4244000;TotalDistribution;PKO_RU
Rwanda;410000;TotalDistribution;WHT_RW
Rwanda;440000;TotalDistribution;COR_RW
Rwanda;4243000;TotalDistribution;PAO_RW
Samoa;813700;TotalDistribution;CPM_WS
Samoa;2231000;TotalDistribution;CPO_WS
Samoa;4242000;TotalDistribution;CCO_WS
Sao Tome and Principe;2231000;TotalDistribution;CPO_ST
Sao Tome and Principe;2232000;TotalDistribution;PKS_ST
Saudi Arabia;410000;TotalDistribution;WHT_SA
Saudi Arabia;440000;TotalDistribution;COR_SA
Saudi Arabia;813100;TotalDistribution;SBM_SA
Saudi Arabia;813300;TotalDistribution;CTM_SA
Saudi Arabia;813500;TotalDistribution;SFM_SA
Saudi Arabia;813800;TotalDistribution;PKM_SA
Saudi Arabia;2222000;TotalDistribution;SBS_SA
Saudi Arabia;2223000;TotalDistribution;CTS_SA
Saudi Arabia;2224000;TotalDistribution;SFS_SA
Saudi Arabia;4232000;TotalDistribution;SBO_SA
Saudi Arabia;4235000;TotalDistribution;OLO_SA
Saudi Arabia;4236000;TotalDistribution;SFO_SA
Saudi Arabia;4243000;TotalDistribution;PAO_SA
Saudi Arabia;4244000;TotalDistribution;PKO_SA
Senegal;410000;TotalDistribution;WHT_SN
Senegal;440000;TotalDistribution;COR_SN
Senegal;813200;TotalDistribution;PNM_SN
Senegal;814200;TotalDistribution;FIM_SN
Senegal;2221000;TotalDistribution;PNS_SN
Senegal;4232000;TotalDistribution;SBO_SN
Senegal;4234000;TotalDistribution;PNO_SN
Senegal;4243000;TotalDistribution;PAO_SN
Serbia;410000;TotalDistribution;WHT_RS
Serbia;440000;TotalDistribution;COR_RS
Serbia;813100;TotalDistribution;SBM_RS
Serbia;813500;TotalDistribution;SFM_RS
Serbia;2222000;TotalDistribution;SBS_RS
Serbia;2224000;TotalDistribution;SFS_RS
Serbia;4232000;TotalDistribution;SBO_RS
Serbia;4236000;TotalDistribution;SFO_RS
Sierra Leone;410000;TotalDistribution;WHT_SL
Sierra Leone;440000;TotalDistribution;COR_SL
Sierra Leone;813800;TotalDistribution;PKM_SL
Sierra Leone;2232000;TotalDistribution;PKS_SL
Sierra Leone;4243000;TotalDistribution;PAO_SL
Sierra Leone;4244000;TotalDistribution;PKO_SL
Singapore;410000;TotalDistribution;WHT_SG
Singapore;440000;TotalDistribution;COR_SG
Singapore;813100;TotalDistribution;SBM_SG
Singapore;2221000;TotalDistribution;PNS_SG
Singapore;2222000;TotalDistribution;SBS_SG
Singapore;4232000;TotalDistribution;SBO_SG
Singapore;4242000;TotalDistribution;CCO_SG
Singapore;4243000;TotalDistribution;PAO_SG
Singapore;4244000;TotalDistribution;PKO_SG
Solomon Islands;2231000;TotalDistribution;CPO_SB
Solomon Islands;2232000;TotalDistribution;PKS_SB
Somalia;410000;TotalDistribution;WHT_SO
Somalia;440000;TotalDistribution;COR_SO
South Africa;410000;TotalDistribution;WHT_ZA
South Africa;440000;TotalDistribution;COR_ZA
South Africa;813100;TotalDistribution;SBM_ZA
South Africa;813200;TotalDistribution;PNM_ZA
South Africa;813300;TotalDistribution;CTM_ZA
South Africa;813500;TotalDistribution;SFM_ZA
South Africa;813600;TotalDistribution;RPM_ZA
South Africa;813800;TotalDistribution;PKM_ZA
South Africa;814200;TotalDistribution;FIM_ZA
South Africa;2221000;TotalDistribution;PNS_ZA
South Africa;2222000;TotalDistribution;SBS_ZA
South Africa;2223000;TotalDistribution;CTS_ZA
South Africa;2224000;TotalDistribution;SFS_ZA
South Africa;2226000;TotalDistribution;RPS_ZA
South Africa;4232000;TotalDistribution;SBO_ZA
South Africa;4233000;TotalDistribution;CTO_ZA
South Africa;4234000;TotalDistribution;PNO_ZA
South Africa;4236000;TotalDistribution;SFO_ZA
South Africa;4239100;TotalDistribution;RPO_ZA
South Africa;4242000;TotalDistribution;CCO_ZA
South Africa;4243000;TotalDistribution;PAO_ZA
South Africa;4244000;TotalDistribution;PKO_ZA
South Sudan;440000;TotalDistribution;COR_SS
Sri Lanka;410000;TotalDistribution;WHT_LK
Sri Lanka;440000;TotalDistribution;COR_LK
Sri Lanka;813100;TotalDistribution;SBM_LK
Sri Lanka;813700;TotalDistribution;CPM_LK
Sri Lanka;2231000;TotalDistribution;CPO_LK
Sri Lanka;4242000;TotalDistribution;CCO_LK
Sri Lanka;4243000;TotalDistribution;PAO_LK
Sudan;410000;TotalDistribution;WHT_SD
Sudan;813200;TotalDistribution;PNM_SD
Sudan;813300;TotalDistribution;CTM_SD
Sudan;2221000;TotalDistribution;PNS_SD
Sudan;2223000;TotalDistribution;CTS_SD
Sudan;4233000;TotalDistribution;CTO_SD
Sudan;4234000;TotalDistribution;PNO_SD
Sudan;4243000;TotalDistribution;PAO_SD
Switzerland;410000;TotalDistribution;WHT_CH
Switzerland;440000;TotalDistribution;COR_CH
Switzerland;813100;TotalDistribution;SBM_CH
Switzerland;813500;TotalDistribution;SFM_CH
Switzerland;813600;TotalDistribution;RPM_CH
Switzerland;814200;TotalDistribution;FIM_CH
Switzerland;2221000;TotalDistribution;PNS_CH
Switzerland;2222000;TotalDistribution;SBS_CH
Switzerland;2224000;TotalDistribution;SFS_CH
Switzerland;2226000;TotalDistribution;RPS_CH
Switzerland;4232000;TotalDistribution;SBO_CH
Switzerland;4234000;TotalDistribution;PNO_CH
Switzerland;4235000;TotalDistribution;OLO_CH
Switzerland;4236000;TotalDistribution;SFO_CH
Switzerland;4239100;TotalDistribution;RPO_CH
Switzerland;4242000;TotalDistribution;CCO_CH
Switzerland;4243000;TotalDistribution;PAO_CH
Switzerland;4244000;TotalDistribution;PKO_CH
Syria;410000;TotalDistribution;WHT_SY
Syria;440000;TotalDistribution;COR_SY
Syria;813100;TotalDistribution;SBM_SY
Syria;813300;TotalDistribution;CTM_SY
Syria;2222000;TotalDistribution;SBS_SY
Syria;2223000;TotalDistribution;CTS_SY
Syria;4232000;TotalDistribution;SBO_SY
Syria;4233000;TotalDistribution;CTO_SY
Syria;4235000;TotalDistribution;OLO_SY
Syria;4236000;TotalDistribution;SFO_SY
Taiwan;410000;TotalDistribution;WHT_TW
Taiwan;440000;TotalDistribution;COR_TW
Taiwan;813100;TotalDistribution;SBM_TW
Taiwan;813200;TotalDistribution;PNM_TW
Taiwan;813600;TotalDistribution;RPM_TW
Taiwan;813700;TotalDistribution;CPM_TW
Taiwan;814200;TotalDistribution;FIM_TW
Taiwan;2221000;TotalDistribution;PNS_TW
Taiwan;2222000;TotalDistribution;SBS_TW
Taiwan;4232000;TotalDistribution;SBO_TW
Taiwan;4234000;TotalDistribution;PNO_TW
Taiwan;4236000;TotalDistribution;SFO_TW
Taiwan;4239100;TotalDistribution;RPO_TW
Taiwan;4242000;TotalDistribution;CCO_TW
Taiwan;4243000;TotalDistribution;PAO_TW
Tajikistan;410000;TotalDistribution;WHT_TJ
Tajikistan;440000;TotalDistribution;COR_TJ
Tajikistan;813300;TotalDistribution;CTM_TJ
Tajikistan;2223000;TotalDistribution;CTS_TJ
Tajikistan;4233000;TotalDistribution;CTO_TJ
Tanzania;410000;TotalDistribution;WHT_TZ
Tanzania;440000;TotalDistribution;COR_TZ
Tanzania;813200;TotalDistribution;PNM_TZ
Tanzania;813300;TotalDistribution;CTM_TZ
Tanzania;813700;TotalDistribution;CPM_TZ
Tanzania;2221000;TotalDistribution;PNS_TZ
Tanzania;2223000;TotalDistribution;CTS_TZ
Tanzania;2231000;TotalDistribution;CPO_TZ
Tanzania;4232000;TotalDistribution;SBO_TZ
Tanzania;4233000;TotalDistribution;CTO_TZ
Tanzania;4234000;TotalDistribution;PNO_TZ
Tanzania;4242000;TotalDistribution;CCO_TZ
Tanzania;4243000;TotalDistribution;PAO_TZ
Thailand;410000;TotalDistribution;WHT_TH
Thailand;440000;TotalDistribution;COR_TH
Thailand;813100;TotalDistribution;SBM_TH
Thailand;813200;TotalDistribution;PNM_TH
Thailand;813500;TotalDistribution;SFM_TH
Thailand;813600;TotalDistribution;RPM_TH
Thailand;813700;TotalDistribution;CPM_TH
Thailand;813800;TotalDistribution;PKM_TH
Thailand;814200;TotalDistribution;FIM_TH
Thailand;2221000;TotalDistribution;PNS_TH
Thailand;2222000;TotalDistribution;SBS_TH
Thailand;2231000;TotalDistribution;CPO_TH
Thailand;2232000;TotalDistribution;PKS_TH
Thailand;4232000;TotalDistribution;SBO_TH
Thailand;4234000;TotalDistribution;PNO_TH
Thailand;4242000;TotalDistribution;CCO_TH
Thailand;4243000;TotalDistribution;PAO_TH
Thailand;4244000;TotalDistribution;PKO_TH
Togo;410000;TotalDistribution;WHT_TG
Togo;440000;TotalDistribution;COR_TG
Togo;813200;TotalDistribution;PNM_TG
Togo;813300;TotalDistribution;CTM_TG
Togo;813800;TotalDistribution;PKM_TG
Togo;2221000;TotalDistribution;PNS_TG
Togo;2223000;TotalDistribution;CTS_TG
Togo;2232000;TotalDistribution;PKS_TG
Togo;4233000;TotalDistribution;CTO_TG
Togo;4234000;TotalDistribution;PNO_TG
Togo;4243000;TotalDistribution;PAO_TG
Togo;4244000;TotalDistribution;PKO_TG
Trinidad and Tobago;410000;TotalDistribution;WHT_TT
Trinidad and Tobago;440000;TotalDistribution;COR_TT
Trinidad and Tobago;813100;TotalDistribution;SBM_TT
Trinidad and Tobago;4232000;TotalDistribution;SBO_TT
Tunisia;410000;TotalDistribution;WHT_TN
Tunisia;440000;TotalDistribution;COR_TN
Tunisia;813100;TotalDistribution;SBM_TN
Tunisia;2222000;TotalDistribution;SBS_TN
Tunisia;4232000;TotalDistribution;SBO_TN
Tunisia;4235000;TotalDistribution;OLO_TN
Tunisia;4239100;TotalDistribution;RPO_TN
Tunisia;4243000;TotalDistribution;PAO_TN
Turkey;410000;TotalDistribution;WHT_TR
Turkey;440000;TotalDistribution;COR_TR
Turkey;813100;TotalDistribution;SBM_TR
Turkey;813200;TotalDistribution;PNM_TR
Turkey;813300;TotalDistribution;CTM_TR
Turkey;813500;TotalDistribution;SFM_TR
Turkey;813600;TotalDistribution;RPM_TR
Turkey;813800;TotalDistribution;PKM_TR
Turkey;814200;TotalDistribution;FIM_TR
Turkey;2221000;TotalDistribution;PNS_TR
Turkey;2222000;TotalDistribution;SBS_TR
Turkey;2223000;TotalDistribution;CTS_TR
Turkey;2224000;TotalDistribution;SFS_TR
Turkey;2226000;TotalDistribution;RPS_TR
Turkey;4232000;TotalDistribution;SBO_TR
Turkey;4233000;TotalDistribution;CTO_TR
Turkey;4234000;TotalDistribution;PNO_TR
Turkey;4235000;TotalDistribution;OLO_TR
Turkey;4236000;TotalDistribution;SFO_TR
Turkey;4239100;TotalDistribution;RPO_TR
Turkey;4242000;TotalDistribution;CCO_TR
Turkey;4243000;TotalDistribution;PAO_TR
Turkey;4244000;TotalDistribution;PKO_TR
