id,Código_Produto,Classificação,Subproduto,Local,Fetch_Status,bolsa,roda,fonte,tav,subtav,decimais,correlatos,empresa,contrato,subproduto_id,entcode,nome,longo,descr,codf,bd,palavras,habilitado,lote,rep,vln,dia,freq,dex,inserido,alterado,created_at,updated_at
60,SuRaPr_Po_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004400,"Sugar Raw Poza Rica de Hidalgo","SNIIM Daily Sugar Raw Price MXN Bg 50kg Poza Rica de Hidalgo Veracruz Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Poza Rica de Hidalgo Veracruz Mexico",SuRaPr_Po_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:43.000000Z
61,SuRaPr_Pu_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004385,"Sugar Raw Puebla","SNIIM Daily Sugar Raw Price MXN Bg 50kg Puebla Puebla Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Puebla Puebla Mexico",SuRaPr_Pu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:44.000000Z
62,SuRaPr_Re_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004395,"Sugar Raw Reynosa","SNIIM Daily Sugar Raw Price MXN Bg 50kg Reynosa Tamaulipas Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Reynosa Tamaulipas Mexico",SuRaPr_Re_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:44.000000Z
63,SuRaPr_Sa_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004382,"Sugar Raw San Nicolas de los Garza","SNIIM Daily Sugar Raw Price MXN Bg 50kg San Nicolas de los Garza Nuevo Leon Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg San Nicolas de los Garza Nuevo Leon Mexico",SuRaPr_Sa_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:44.000000Z
64,SuRaPr_Sc_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004383,"Sugar Raw Santa Catarina","SNIIM Daily Sugar Raw Price MXN Bg 50kg  Santa Catarina Nuevo Leon Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg  Santa Catarina Nuevo Leon Mexico",SuRaPr_Sc_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:44.000000Z
65,SuRaPr_Sl_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004388,"Sugar Raw San Luis Potosi","SNIIM Daily Sugar Raw Price MXN Bg 50kg San Luis Potosi San Luis Potosi Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg San Luis Potosi San Luis Potosi Mexico",SuRaPr_Sl_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:44.000000Z
66,SuRaPr_Sp_BR,Açúcar,"Crystal Bagged Sugar",México,Success,25,61,12,T,,4,10,,,2393,,"Refinado SP","Refinado SP kg","CEPEA Daily Sugar Refined Amorfo Price BRL/kg Sao Paulo Brazil",,,,1,,,,1,D,,"2019-09-24 11:49:45","2022-01-26 14:44:07",,2023-11-23T18:31:49.000000Z
67,SuRaPr_Sq_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004386,"Sugar Raw Santigo de Queretaro","SNIIM Daily Sugar Raw Price MXN Bg 50kg Santigo de Queretaro Queretaro Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Santigo de Queretaro Queretaro Mexico",SuRaPr_Sq_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:49.000000Z
68,SuRaPr_Te_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004380,"Sugar Raw Tepic","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tepic Nayarit Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tepic Nayarit Mexico",SuRaPr_Te_MX,,,1,0,0,0,1,D,,"2021-10-21 19:40:33","2021-10-21 19:40:33",,2023-11-23T18:31:49.000000Z
69,SuRaPr_Ti_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004364,"Sugar Raw Tijuana Baja","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tijuana Baja California Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tijuana Baja California Mexico",SuRaPr_Ti_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:49.000000Z
70,SuRaPr_Ti_MX_1,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004365,"Sugar Raw Tijuana Baja Sur","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tijuana Baja California Sur Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tijuana Baja California Sur Mexico",SuRaPr_Ti_MX_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:49.000000Z
71,SuRaPr_To_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004393,"Sugar Raw Toluca","SNIIM Daily Sugar Raw Price MXN Bg 50kg Toluca State of Mexico Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Toluca State of Mexico Mexico",SuRaPr_To_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:49.000000Z
72,SuRaPr_To_MX_1,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004369,"Sugar Raw Torreon","SNIIM Daily Sugar Raw Price MXN Bg 50kg Torreon Coahuila Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Torreon Coahuila Mexico",SuRaPr_To_MX_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:50.000000Z
73,SuRaPr_Tu_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004367,"Sugar Raw Tuxtla","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tuxtla Gutierrez Chiapas Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Tuxtla Gutierrez Chiapas Mexico",SuRaPr_Tu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:50.000000Z
74,SuRaPr_Vi_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004394,"Sugar Raw Villahermosa","SNIIM Daily Sugar Raw Price MXN Bg 50kg Villahermosa Tabasco Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Villahermosa Tabasco Mexico",SuRaPr_Vi_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:50.000000Z
75,SuRaPr_Xa_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004399,"Sugar Raw Xalapa","SNIIM Daily Sugar Raw Price MXN Bg 50kg Xalapa Veracruz Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Xalapa Veracruz Mexico",SuRaPr_Xa_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:50.000000Z
76,SuRaPr_Za_MX,Açúcar,"Raw Sugar",México,Success,2,50,,T,,2,10,,,1974,PRPR004402,"Sugar Raw Zacatecas","SNIIM Daily Sugar Raw Price MXN Bg 50kg Zacatecas Zacatecas Mexico","SNIIM Daily Sugar Raw Price MXN Bg 50kg Zacatecas Zacatecas Mexico",SuRaPr_Za_MX,,,1,0,0,0,1,D,,"2021-10-21 19:40:33","2021-10-21 19:40:33",,2023-11-23T18:31:50.000000Z
77,SuSmPr_Dl_IN,Açúcar,"Sugar M Grade",Índia,Success,2,50,,T,,2,10,,,1611,PRPR000688,"Sugar M Grade Delhi","NCDEX Daily Sugar M Grade Price INR/100 kg Delhi Delhi India","NCDEX Daily Sugar M Grade Price INR/100 kg Delhi Delhi India",SuSmPr_Dl_IN,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:51.000000Z
78,SuSmPr_Ka_IN,Açúcar,"Sugar M Grade",Índia,Success,2,50,,T,,2,10,,,1611,PRPR000691,"Sugar M Grade Kanpur","NCDEX Daily Sugar M Grade Price INR/100 kg Kanpur Uttar Pradesh India","NCDEX Daily Sugar M Grade Price INR/100 kg Kanpur Uttar Pradesh India",SuSmPr_Ka_IN,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:51.000000Z
79,SuSmPr_Ko_IN,Açúcar,"Sugar M Grade",Índia,Success,2,50,,T,,2,10,,,1611,PRPR000690,"Sugar M Grade Kolkata","NCDEX Daily Sugar M Grade Price INR/100 kg Kolkata West Bengal India","NCDEX Daily Sugar M Grade Price INR/100 kg Kolkata West Bengal India",SuSmPr_Ko_IN,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:51.000000Z
80,SuSmPr_Ko_IN_1,Açúcar,"Sugar M Grade",Índia,Success,2,50,,T,,2,10,,,1611,PRPR000687,"Sugar M Grade Kolhapur","NCDEX Daily Sugar M Grade Price INR/100 kg Kolhapur Maharashtra India","NCDEX Daily Sugar M Grade Price INR/100 kg Kolhapur Maharashtra India",SuSmPr_Ko_IN_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:51.000000Z
81,SuSmPr_Mu_IN,Açúcar,"Sugar M Grade",Índia,Success,2,50,,T,,2,10,,,1611,PRPR000693,"Sugar M Grade Muzaffarnagar","NCDEX Daily Sugar M Grade Price INR/100 kg Muzaffarnagar Uttar Pradesh India","NCDEX Daily Sugar M Grade Price INR/100 kg Muzaffarnagar Uttar Pradesh India",SuSmPr_Mu_IN,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:51.000000Z
82,SuSsPr_Ko_IN,Açúcar,"Sugar S Grade",Índia,Success,2,50,,T,,2,10,,,1616,PRPR000684,"Sugar S Grade Kolhapur","NCDEX Daily Sugar S Grade Price INR/100 kg Kolhapur Maharashtra India","NCDEX Daily Sugar S Grade Price INR/100 kg Kolhapur Maharashtra India",SuSsPr_Ko_IN,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 22:17:39",,2023-11-23T18:31:52.000000Z
83,SuVHP_SP_BR,Açúcar,"Crystal Bagged Sugar","São Paulo",Success,25,61,12,T,,2,10,,,2393,,"Açúcar Externo VHP","Indicador semanal do açúcar externo VHP","CEPEA Weekly Sugar VHP Index External Market Brazil",,,,1,,,,1,D,,"2021-01-22 20:20:02","2022-01-26 14:44:07",,2023-11-23T18:31:52.000000Z
84,SuW_SP_BR,Açúcar,"Crystal Bagged Sugar","São Paulo",Success,25,61,12,T,,2,10,,,2393,,"Açúcar Externo Branco","Indicador semanal do açúcar externo Branco","CEPEA Weekly White Sugar Index External Market Brazil",,,,1,,,,1,D,,"2021-01-22 20:20:02","2022-01-26 14:44:07",,2023-11-23T18:31:52.000000Z
85,SuWtPr_Ac_MX,Açúcar,"White Sugar",México,Failed,2,50,,T,,2,10,,,1975,PRPR004412,"Sugar White Acapulco","SNIIM Daily Sugar White Price MXN Bg 50kg Acapulco Guerrero Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Acapulco Guerrero Mexico",SuWtPr_Ac_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T14:50:11.000000Z
86,SuWtPr_Ag_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004404,"Sugar White Aguascalientes","SNIIM Daily Sugar White Price MXN Bg 50kg Aguascalientes Aguascalientes Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Aguascalientes Aguascalientes Mexico",SuWtPr_Ag_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:03",,2023-11-23T18:31:53.000000Z
87,SuWtPr_Al_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004426,"Sugar White Altamira","SNIIM Daily Sugar White Price MXN Bg 50kg Altamira Tamaulipas Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Altamira Tamaulipas Mexico",SuWtPr_Al_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:53.000000Z
88,SuWtPr_Ch_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004408,"Sugar White Chihuahua","SNIIM Daily Sugar White Price MXN Bg 50kg Chihuahua Chihuahua Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Chihuahua Chihuahua Mexico",SuWtPr_Ch_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:54.000000Z
89,SuWtPr_Cu_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004424,"Sugar White Culiacan","SNIIM Daily Sugar White Price MXN Bg 50kg Culiacan Sinaloa Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Culiacan Sinaloa Mexico",SuWtPr_Cu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:54.000000Z
90,SuWtPr_Du_MX,Açúcar,"White Sugar",México,Failed,2,50,,T,,2,10,,,1975,PRPR004411,"Sugar White Durango","SNIIM Daily Sugar White Price MXN Bg 50kg Durango Durango Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Durango Durango Mexico",SuWtPr_Du_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T14:50:13.000000Z
91,SuWtPr_Ec_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004414,"Sugar White Ecatepec","SNIIM Daily Sugar White Price MXN Bg 50kg Ecatepec State of Mexico Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Ecatepec State of Mexico Mexico",SuWtPr_Ec_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:54.000000Z
92,SuWtPr_Gu_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004419,"Sugar White Guadalupe","SNIIM Daily Sugar White Price MXN Bg 50kg Guadalupe Nuevo Leon Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Guadalupe Nuevo Leon Mexico",SuWtPr_Gu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
93,SuWtPr_Gu_MX_1,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004413,"Sugar White Guadalajara","SNIIM Daily Sugar White Price MXN Bg 50kg Guadalajara Jalisco Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Guadalajara Jalisco Mexico",SuWtPr_Gu_MX_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
94,SuWtPr_Iz_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004410,"Sugar White Iztapalapa","SNIIM Daily Sugar White Price MXN Bg 50kg Iztapalapa Distrito Federal Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Iztapalapa Distrito Federal Mexico",SuWtPr_Iz_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
95,SuWtPr_Me_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004429,"Sugar White Merida","SNIIM Daily Sugar White Price MXN Bg 50kg Merida Yucatan Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Merida Yucatan Mexico",SuWtPr_Me_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
96,SuWtPr_Mo_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004416,"Sugar White Morelia","SNIIM Daily Sugar White Price MXN Bg 50kg Morelia Michoacan Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Morelia Michoacan Mexico",SuWtPr_Mo_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
97,SuWtPr_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004431,"Sugar White Mexico","SNIIM Daily Sugar White Price MXN Average Bg 50kg Mexico","SNIIM Daily Sugar White Price MXN Average Bg 50kg Mexico",SuWtPr_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:55.000000Z
98,SuWtPr_Pu_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004422,"Sugar White Puebla","SNIIM Daily Sugar White Price MXN Bg 50kg Puebla Puebla Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Puebla Puebla Mexico",SuWtPr_Pu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
99,SuWtPr_Re_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004425,"Sugar White Reynosa","SNIIM Daily Sugar White Price MXN Bg 50kg Reynosa Tamaulipas Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Reynosa Tamaulipas Mexico",SuWtPr_Re_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
100,SuWtPr_Sa_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004420,"Sugar White San Nicolas de los Garza","SNIIM Daily Sugar White Price MXN Bg 50kg San Nicolas de los Garza Nuevo Leon Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg San Nicolas de los Garza Nuevo Leon Mexico",SuWtPr_Sa_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
101,SuWtPr_Sc_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004421,"Sugar White Santa Catarina","SNIIM Daily Sugar White Price MXN Bg 50kg  Santa Catarina Nuevo Leon Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg  Santa Catarina Nuevo Leon Mexico",SuWtPr_Sc_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
102,SuWtPr_Te_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004418,"Sugar White Tepic","SNIIM Daily Sugar White Price MXN Bg 50kg Tepic Nayarit Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Tepic Nayarit Mexico",SuWtPr_Te_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
103,SuWtPr_Ti_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004405,"Sugar White Tijuana Baja","SNIIM Daily Sugar White Price MXN Bg 50kg Tijuana Baja California Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Tijuana Baja California Mexico",SuWtPr_Ti_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
104,SuWtPr_Ti_MX_1,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004406,"Sugar White Tijuana Baja Sur","SNIIM Daily Sugar White Price MXN Bg 50kg Tijuana Baja California Sur Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Tijuana Baja California Sur Mexico",SuWtPr_Ti_MX_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:56.000000Z
105,SuWtPr_To_MX,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004415,"Sugar White Toluca","SNIIM Daily Sugar White Price MXN Bg 50kg Toluca State of Mexico Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Toluca State of Mexico Mexico",SuWtPr_To_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:57.000000Z
106,SuWtPr_To_MX_1,Açúcar,"White Sugar",México,Success,2,50,,T,,2,10,,,1975,PRPR004407,"Sugar White Torreon","SNIIM Daily Sugar White Price MXN Bg 50kg Torreon Coahuila Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Torreon Coahuila Mexico",SuWtPr_To_MX_1,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T18:31:57.000000Z
107,SuWtPr_Tu_MX,Açúcar,"White Sugar",México,Failed,2,50,,T,,2,10,,,1975,PRPR004409,"Sugar White Tuxtla","SNIIM Daily Sugar White Price MXN Bg 50kg Tuxtla Gutierrez Chiapas Mexico","SNIIM Daily Sugar White Price MXN Bg 50kg Tuxtla Gutierrez Chiapas Mexico",SuWtPr_Tu_MX,,,1,0,0,0,1,D,,"2020-09-18 22:17:39","2020-09-18 23:13:04",,2023-11-23T14:50:18.000000Z
108,TRPr_AL_BR,Açúcar,,Alagoas,Failed,2,50,0,T,,2,10,,,999,,"TRS Price AL","Consecana Monthly TRS Price Month BRL/kg Alagoas Brazil","Consecana Monthly TRS Price Month BRL/kg Alagoas Brazil",TRPr_AL_BR,,,1,0,0,0,1,D,,"2021-05-06 16:28:11","2021-05-06 16:28:11",,2023-11-23T14:50:18.000000Z
109,TRPr_AL_BR_1,Açúcar,,Alagoas,Failed,2,50,0,T,,2,10,,,999,,"TRS Price Accumulated AL","Consecana Monthly TRS Price Accumulated BRL/kg Alagoas Brazil","Consecana Monthly TRS Price Accumulated BRL/kg Alagoas Brazil",TRPr_AL_BR_1,,,1,0,0,0,1,D,,"2021-05-06 16:28:11","2021-05-06 16:28:11",,2023-11-23T14:50:18.000000Z
110,TRPr_PB_BR,Açúcar,,Paraíba,Failed,2,50,0,T,,2,10,,,999,,"TRS Price PB","Consecana Monthly TRS Price Month BRL/kg Paraiba Brazil","Consecana Monthly TRS Price Month BRL/kg Paraiba Brazil",TRPr_PB_BR,,,1,0,0,0,1,D,,"2021-05-06 16:28:10","2021-05-06 16:28:10",,2023-11-23T14:50:19.000000Z
111,TRPr_PB_BR_1,Açúcar,,Paraíba,Failed,2,50,0,T,,2,10,,,999,,"TRS Price Accumulated PB","Consecana Monthly TRS Price Accumulated BRL/kg Paraiba Brazil","Consecana Monthly TRS Price Accumulated BRL/kg Paraiba Brazil",TRPr_PB_BR_1,,,1,0,0,0,1,D,,"2021-05-06 16:28:10","2021-05-06 16:28:10",,2023-11-23T14:50:19.000000Z
112,TRPr_PE_BR,Açúcar,,Pernambuco,Failed,2,50,0,T,,2,10,,,999,,"TRS Price PE","Consecana Monthly TRS Price Month BRL/kg PernambucoBrazil","Consecana Monthly TRS Price Month BRL/kg PernambucoBrazil",TRPr_PE_BR,,,1,0,0,0,1,D,,"2021-05-06 16:28:09","2021-05-06 16:28:09",,2023-11-23T14:50:19.000000Z
113,TRPr_PE_BR_1,Açúcar,,Pernambuco,Failed,2,50,0,T,,2,10,,,999,,"TRS Price Accumulated PE","Consecana Monthly TRS Price Accumulated BRL/kg Pernambuco Brazil","Consecana Monthly TRS Price Accumulated BRL/kg Pernambuco Brazil",TRPr_PE_BR_1,,,1,0,0,0,1,D,,"2021-05-06 16:28:09","2021-05-06 16:28:09",,2023-11-23T14:50:19.000000Z
114,TRPr_Pr_BR,Açúcar,,Paraná,Failed,2,50,24,T,,2,10,,,999,PRMO000115,"TRS Price Parana","Alcopar Monthly TRS Price Month BRL/kg Parana Brazil","Alcopar Monthly TRS Price Month BRL/kg Parana Brazil",,,,1,0,0,0,1,M,,"2021-05-06 22:52:41","2021-05-06 22:52:41",,2023-11-23T14:50:20.000000Z
115,TRPr_Pr_BR_1,Açúcar,,Paraná,Failed,2,50,24,T,,2,10,,,999,PRAC000116,"TRS Price Accumulated Parana","Alcopar Monthly TRS Price Accumulated BRL/kg Parana Brazil","Alcopar Monthly TRS Price Accumulated BRL/kg Parana Brazil",,,,1,0,0,0,1,M,,"2021-05-06 22:52:41","2021-05-06 22:52:41",,2023-11-23T14:50:20.000000Z
116,TRPr_Sp_BR,Açúcar,,"São Paulo",Failed,2,50,,T,,2,10,,,999,PRMO000113,"TRS Price SP","Consecana SP Monthly TRS Price Month BRL/kg Sao Paulo Brazil","Consecana SP Monthly TRS Price Month BRL/kg Sao Paulo Brazil",TRPr_Sp_BR,,,1,0,0,0,1,D,,"2020-09-18 22:32:01","2020-09-18 22:32:01",,2023-11-23T14:50:20.000000Z
117,TRPr_Sp_BR_1,Açúcar,,"São Paulo",Failed,2,50,,T,,2,10,,,999,PRAC000114,"TRS Price Accumulated SP","Consecana SP Monthly TRS Price Accumulated BRL/kg Sao Paulo Brazil","Consecana SP Monthly TRS Price Accumulated BRL/kg Sao Paulo Brazil",TRPr_Sp_BR_1,,,1,0,0,0,1,D,,"2020-09-18 22:32:01","2020-09-18 22:32:01",,2023-11-23T14:50:21.000000Z
118,CTPR_SD,Algodão,Cottonseed,,Success,28,65,293,T,,2,10,,,1695,PRPR019411,Cottonseed,"Aboissa Weekly Price Cottonseed BRL/Metric Tonne Brazil","Aboissa Weekly Price Cottonseed BRL/Metric Tonne Brazil",CTPR_SD,,,1,,,,1,W,,"2020-04-27 19:54:03","2021-03-05 23:24:10",,2023-11-23T18:32:00.000000Z
119,CTPR_SDOI,Algodão,"Cottonseed Oil",,Success,28,65,293,T,,2,10,,,1700,PRPR019444,"Cottonseed Oil","Aboissa Weekly Price Cottonseed Oil BRL/Metric Tonne Brazil","Aboissa Weekly Price Cottonseed Oil BRL/Metric Tonne Brazil",CTPR_SDOI,,,1,,,,1,W,,"2020-04-27 19:54:03","2021-03-05 23:24:10",,2023-11-23T18:32:01.000000Z
120,CTPR_SDOI_ME28,Algodão,Cottonseed,,Success,28,65,293,T,,2,10,,,1695,PRPR019414,"Cottonseed Meal 28%","Aboissa Weekly Price Cottonseed Meal 28% BRL/Metric Tonne Brazil","Aboissa Weekly Price Cottonseed Meal 28% BRL/Metric Tonne Brazil",CTPR_SDOI_ME28,,,1,,,,1,W,,"2020-04-27 19:54:03","2021-03-05 23:24:10",,2023-11-23T18:32:01.000000Z
121,CTPR_SDOI_ME38,Algodão,Cottonseed,,Success,28,65,293,T,,2,10,,,1695,PRPR019415,"Cottonseed Meal 38%","Aboissa Weekly Price Cottonseed Meal 38% BRL/Metric Tonne Brazil","Aboissa Weekly Price Cottonseed Meal 38% BRL/Metric Tonne Brazil",CTPR_SDOI_ME38,,,1,,,,1,W,,"2020-04-27 19:54:03","2021-03-05 23:24:10",,2023-11-23T18:32:01.000000Z
