CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO,NO_NCM_POR,SG_UNID,NO_PAIS,NO_UF,NO_REGIAO,NO_VIA,NO_URF
2019,2,10019900,10,63,PB,1,430151,17121040,17121040,3746034,392915,1570,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraíba,REGIAO NORDESTE,MARITIMA,0430151 - CABEDELO
2019,6,10019900,10,63,PA,1,217800,42500000,42500000,10292825,1128625,6536,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Pará,REGIAO NORTE,MARITIMA,0217800 - ALF - BELÉM
2019,6,10019900,10,63,MG,1,727600,12500000,12500000,2978897,225000,2459,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0727600 - PORTO DE VITORIA
2019,12,10019900,10,63,RJ,1,717600,68000000,68000000,13196570,1256375,5079,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2019,10,11010010,10,63,SC,7,1010852,308000,308000,101444,15092,550,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1010852 - PORTO XAVIER
2019,7,10019900,10,63,GO,2,917500,1303093,1303093,262199,24107,374,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Goiás,REGIAO CENTRO OESTE,FLUVIAL,0917500 - ALF - FOZ DO IGUAÇU
2019,3,11010010,10,63,SC,7,927900,2408500,2408500,822690,84350,0,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,0927900 - ALF - DIONÍSIO CERQUEIRA
2019,2,10019900,10,586,PR,7,917500,31917570,31917570,6916565,380902,725,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,10,10019900,10,63,RJ,1,717600,46660000,46660000,11175481,997972,4716,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2019,12,10059010,10,586,PR,7,917502,36350000,36350000,4741250,454410,4139,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,10,11010010,10,63,SC,7,1017500,217000,217000,72153,12679,0,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,5,11010010,10,63,RJ,1,927700,161000,161000,52091,8160,0,Farinha de trigo,KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL
2019,4,10019900,10,249,BA,1,517800,8325783,8325783,1903455,232500,722,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Bahia,REGIAO NORDESTE,MARITIMA,0517800 - ALF - SALVADOR
2019,7,10019900,10,63,PA,1,217800,15000000,15000000,3507101,401750,2139,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Pará,REGIAO NORTE,MARITIMA,0217800 - ALF - BELÉM
2019,12,10059010,10,586,PR,7,147700,2813000,2813000,394487,19478,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0147700 - ALF - MUNDO NOVO
2019,11,10051000,10,97,GO,7,147600,8992,8992,28089,360,118,Milho para semeadura,KGL  ,Bolívia,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0147600 - ALF - CORUMBÁ
2019,9,10019900,10,586,PR,7,917502,1540663,1540663,328469,11020,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,9,23040010,21,249,RS,1,1017700,34,34144,69021,3776,0,"Farinhas e pellets, da extração do óleo de soja",TML  ,Estados Unidos,Rio Grande do Sul,REGIAO SUL,MARITIMA,1017700 - PORTO DE RIO GRANDE
2019,8,11010020,10,275,SP,1,817800,4000,4000,14282,862,34,Farinha de mistura de trigo com centeio (méteil),KGL  ,França,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,1,12019000,21,845,RS,7,1010252,1256,1256000,472544,6784,70,"Soja, mesmo triturada, exceto para semeadura",TML  ,Uruguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2019,1,11010010,10,586,MS,7,147700,424000,424000,154760,8480,0,Farinha de trigo,KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0147700 - ALF - MUNDO NOVO
2019,12,10019900,10,586,PR,7,917502,1000000,1000000,205000,8500,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,4,15071000,21,586,SP,7,917500,650,650000,421922,17724,187,"Óleo de soja, em bruto, mesmo degomado",TML  ,Paraguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,3,11010010,10,586,MS,7,917500,90000,90000,28800,2430,0,Farinha de trigo,KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,6,11010010,10,63,PR,7,1017500,56000,56000,16800,2400,0,Farinha de trigo,KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,4,10019900,10,586,RS,7,917500,474980,474980,99746,9697,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,2,11010010,10,845,SC,7,1017900,351000,351000,98982,7722,0,Farinha de trigo,KGL  ,Uruguai,Santa Catarina,REGIAO SUL,RODOVIARIA,1017900 - ALF - SANTANA DO LIVRAMENTO
2019,8,10051000,10,63,SP,4,817700,1105,1105,3920,966,50,Milho para semeadura,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2019,11,12011000,10,249,SP,4,817700,145,145,140,1263,0,"Soja, mesmo triturada, para semeadura",KGL  ,Estados Unidos,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2019,5,10019900,10,63,PI,1,317902,856310,856310,232207,20502,1751,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Piauí,REGIAO NORDESTE,MARITIMA,0317902 - IRF - PORTO DE PECÉM
2019,11,10019900,10,249,CE,1,317900,11000000,11000000,2223777,245960,891,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Ceará,REGIAO NORDESTE,MARITIMA,0317900 - ALF - FORTALEZA
2019,2,10019900,10,63,PR,7,927900,56000,56000,22400,4300,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,0927900 - ALF - DIONÍSIO CERQUEIRA
2019,4,11010010,10,586,MS,7,917502,288500,288500,92901,2596,0,Farinha de trigo,KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,11,10059010,10,586,SC,7,917500,43875000,43875000,5626180,516498,8850,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,5,11010010,10,63,RS,7,1017500,2180280,2180280,736139,70344,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,2,12019000,21,845,RS,7,1010252,4169,4169130,1497237,20846,554,"Soja, mesmo triturada, exceto para semeadura",TML  ,Uruguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2019,10,10019900,10,63,BA,1,517800,29469553,29469553,7011401,573698,5365,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Bahia,REGIAO NORDESTE,MARITIMA,0517800 - ALF - SALVADOR
2019,12,11010010,10,63,SC,7,1017500,302000,302000,97365,14921,0,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,7,10019900,10,845,BA,1,517800,15019855,15019855,3830063,266602,3117,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Uruguai,Bahia,REGIAO NORDESTE,MARITIMA,0517800 - ALF - SALVADOR
2019,5,11010010,10,63,SP,7,917500,2092100,2092100,690915,97205,283,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,1,10059010,10,586,PR,7,917500,6239910,6239910,692590,51635,118,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,11010010,10,63,RS,7,1017500,1851740,1851740,640612,58305,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,9,15071000,21,586,SP,7,917500,650,650000,421922,17724,187,"Óleo de soja, em bruto, mesmo degomado",TML  ,Paraguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,8,10019900,10,63,RN,1,420154,16312535,16312535,3889171,382294,1562,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420154 - IRF NATAL
2019,4,11010010,10,63,SP,7,1017501,26000,26000,7670,900,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,1017501 - IRF - ITAQUI
2019,3,10019900,10,249,PE,1,417902,16498331,16498331,3840413,486701,2404,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Pernambuco,REGIAO NORDESTE,MARITIMA,0417902 - IRF - PORTO DE SUAPE
2019,4,10019900,10,586,SC,7,917500,3500000,3500000,825000,47800,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,1,10051000,10,249,MT,1,817800,72553,72553,784522,18027,0,Milho para semeadura,KGL  ,Estados Unidos,Mato Grosso,REGIAO CENTRO OESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,9,10019900,10,676,BA,1,517800,19203270,19203270,3922756,384005,1548,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Rússia,Bahia,REGIAO NORDESTE,MARITIMA,0517800 - ALF - SALVADOR
2019,11,10019900,10,63,PE,1,417900,24923000,24923000,5563251,850238,1636,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Pernambuco,REGIAO NORDESTE,MARITIMA,0417900 - ALF - RECIFE
2019,3,11010010,10,386,SP,1,817800,42724,42724,25080,784,2,Farinha de trigo,KGL  ,Itália,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,4,10019900,10,586,GO,7,917500,1147960,1147960,248572,23219,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,10019900,10,63,PB,1,430151,15000000,15000000,3257888,342000,1307,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraíba,REGIAO NORDESTE,MARITIMA,0430151 - CABEDELO
2019,1,15079019,21,249,SP,4,817600,0,17,100,710,0,"Óleo de soja, refinado, em recipientes com capacidade menor que 5 litros",TML  ,Estados Unidos,São Paulo,REGIAO SUDESTE,AEREA,0817600 - AEROPORTO INTERNACIONAL DE SAO PAULO/GUARULHOS
2019,4,10019900,10,63,MG,1,727600,14390000,14390000,3514179,273410,2909,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0727600 - PORTO DE VITORIA
2019,3,10019900,10,63,MG,1,727600,15585000,15585000,3667661,342870,3078,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0727600 - PORTO DE VITORIA
2019,9,11010010,10,386,CE,1,817800,2160,2160,1442,107,0,Farinha de trigo,KGL  ,Itália,Ceará,REGIAO NORDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,6,11010010,10,845,SP,7,1017900,26400,26400,9715,1514,10,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1017900 - ALF - SANTANA DO LIVRAMENTO
2019,7,11010010,10,63,SC,7,1017501,156000,156000,46020,5200,0,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1017501 - IRF - ITAQUI
2019,10,11010010,10,63,GO,7,917500,852000,852000,280114,59361,0,Farinha de trigo,KGL  ,Argentina,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,4,11010010,10,63,RS,7,1017500,1900690,1900690,636257,57762,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,10,10019900,10,63,MG,1,817800,8600000,8600000,2136900,189200,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,1,11010010,10,63,SP,7,1010852,168000,168000,52416,10080,300,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,1010852 - PORTO XAVIER
2019,3,11010010,10,63,PR,7,917500,6823000,6823000,2318443,345335,405,Farinha de trigo,KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,11010010,10,63,SP,7,927900,245220,245220,94896,16320,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0927900 - ALF - DIONÍSIO CERQUEIRA
2019,6,10019900,10,586,PR,7,917500,14311470,14311470,3048869,153825,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,5,10059010,10,586,PR,7,917501,10900000,10900000,1314950,83400,348,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,9,10019900,10,63,SP,1,817800,52650000,52650000,13082169,931800,3196,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,10,11010010,10,275,SC,1,927800,107950,107950,68786,15204,136,Farinha de trigo,KGL  ,França,Santa Catarina,REGIAO SUL,MARITIMA,0927800 - ITAJAI
2019,5,10019900,10,63,PI,1,817800,652170,652170,179147,13720,1339,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Piauí,REGIAO NORDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,12,11010010,10,63,RO,7,917500,4076800,4076800,1268237,151553,574,Farinha de trigo,KGL  ,Argentina,Rondônia,REGIAO NORTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,10019900,10,63,MG,1,727600,4000000,4000000,953283,72000,787,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0727600 - PORTO DE VITORIA
2019,9,10059010,10,586,SC,7,917501,14000000,14000000,1838000,119800,1835,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,4,10019900,10,63,RJ,1,717600,41750000,41750000,10252882,682688,4673,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2019,8,10059010,10,586,PR,7,917501,9000000,9000000,1085500,81150,406,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,10,23040010,21,249,RS,4,1017801,2,2000,3100,8479,0,"Farinhas e pellets, da extração do óleo de soja",TML  ,Estados Unidos,Rio Grande do Sul,REGIAO SUL,AEREA,1017801 - IRF - AEROPORTO INTERNACIONAL SALGADO FILHO
2019,2,10019900,10,63,RN,1,420154,20787835,20787835,4616098,461490,1849,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420154 - IRF NATAL
2019,5,10059010,10,63,PR,7,927900,56370,56370,45096,3400,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,0927900 - ALF - DIONÍSIO CERQUEIRA
2019,12,11010010,10,845,SP,7,1010252,27500,27500,8663,743,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1010252 - JAGUARAO
2019,9,10059010,10,586,RS,7,917501,1000000,1000000,124000,10000,3000,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,9,11010010,10,845,MS,7,1010252,52800,52800,22176,1320,0,Farinha de trigo,KGL  ,Uruguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,1010252 - JAGUARAO
2019,8,12019000,21,586,PR,7,917502,1500,1500000,445245,13500,0,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,10,10019900,10,249,RN,1,420154,15002559,15002559,3030772,312450,1222,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420154 - IRF NATAL
2019,10,11010010,10,63,SP,7,927900,273220,273220,97331,14670,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0927900 - ALF - DIONÍSIO CERQUEIRA
2019,3,11010010,10,63,RS,7,1017500,1310540,1310540,457794,39759,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,3,10019900,10,63,SP,1,817800,108221460,108221460,27288600,1798090,4705,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,4,11010010,10,63,SC,7,1010852,560000,560000,179760,27440,1000,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1010852 - PORTO XAVIER
2019,10,11010010,10,63,MG,7,917500,1929000,1929000,625811,109232,0,Farinha de trigo,KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,11,10059010,10,586,PR,7,917501,15632150,15632150,1927904,99149,4620,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,9,11010010,10,63,MS,7,1017500,26000,26000,8840,718,0,Farinha de trigo,KGL  ,Argentina,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,1,11010010,10,63,RS,7,1017500,2530800,2530800,870288,76319,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,5,10019900,10,586,PR,7,917501,2000000,2000000,449120,28000,880,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,3,10019900,10,586,PR,7,917500,20119590,20119590,4366688,245241,504,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,5,10059010,10,586,PR,7,917502,18297820,18297820,2225523,228015,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,11,10059010,10,586,PR,7,917502,35800000,35800000,4336762,479683,121,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,3,10019900,10,63,MG,1,817800,12730000,12730000,3091788,213685,977,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,7,11010010,10,586,MS,7,917501,450000,450000,165245,4050,0,Farinha de trigo,KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0917501 - IRF - GUAÍRA
2019,11,10019900,10,249,BA,1,517800,21170420,21170420,4299181,696749,3201,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Bahia,REGIAO NORDESTE,MARITIMA,0517800 - ALF - SALVADOR
2019,4,11010010,10,845,SC,7,1010252,27500,27500,10038,688,0,Farinha de trigo,KGL  ,Uruguai,Santa Catarina,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2019,11,11010010,10,249,SP,1,817800,38555,38555,19721,5278,4,Farinha de trigo,KGL  ,Estados Unidos,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,5,11010010,10,845,SC,7,1010252,54600,54600,18844,1284,0,Farinha de trigo,KGL  ,Uruguai,Santa Catarina,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2019,6,10051000,10,63,SP,4,817700,931,931,9733,1508,5,Milho para semeadura,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2019,1,10019900,10,586,MS,7,147800,1000000,1000000,214000,5000,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0147800 - ALF - PONTA PORÃ
2019,9,10059090,10,249,SP,1,817800,8055,8055,6240,3623,12,"Milho, exceto em grão",KGL  ,Estados Unidos,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,7,12011000,10,63,SP,4,817700,1549,1549,6114,4088,0,"Soja, mesmo triturada, para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2019,2,12019000,21,586,PR,7,917500,10056,10056090,3015703,91839,894,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,6,12019000,21,586,PR,7,917502,7500,7500000,2139500,70125,0,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917502 - IRF - SANTA HELENA
2019,9,10059010,10,586,RS,7,917500,12000000,12000000,1410000,146257,2792,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,1,11010010,10,63,RJ,7,1017500,780000,780000,260468,40336,264,Farinha de trigo,KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,RODOVIARIA,1017500 - ALF - URUGUAIANA
2019,1,11010010,10,386,SP,1,817800,48410,48410,28992,1296,1,Farinha de trigo,KGL  ,Itália,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,4,11010010,10,63,GO,7,917500,728000,728000,239288,28060,0,Farinha de trigo,KGL  ,Argentina,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,11,11010010,10,845,RJ,7,1010252,26400,26400,9768,520,0,Farinha de trigo,KGL  ,Uruguai,Rio de Janeiro,REGIAO SUDESTE,RODOVIARIA,1010252 - JAGUARAO
2019,8,11010020,10,386,RJ,1,717600,500,500,539,7,0,Farinha de mistura de trigo com centeio (méteil),KGL  ,Itália,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2019,12,11010010,10,607,RJ,1,717600,2000,2000,856,150,0,Farinha de trigo,KGL  ,Portugal,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2019,1,11010020,10,275,SP,1,817800,6000,6000,21424,1187,47,Farinha de mistura de trigo com centeio (méteil),KGL  ,França,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,6,11010010,10,586,PR,7,917500,563900,563900,194919,6156,0,Farinha de trigo,KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,11010010,10,607,SP,1,817800,21000,21000,8136,566,8,Farinha de trigo,KGL  ,Portugal,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,3,10019900,10,63,PA,1,317900,7000000,7000000,1578653,140000,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Pará,REGIAO NORTE,MARITIMA,0317900 - ALF - FORTALEZA
2019,4,11010010,10,275,SP,1,817800,12150,12150,36175,2805,109,Farinha de trigo,KGL  ,França,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2019,9,23040010,21,586,SC,7,917500,2000,2000000,583000,15000,386,"Farinhas e pellets, da extração do óleo de soja",TML  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,11,10059010,10,586,PR,7,917500,65250000,65250000,8272490,547353,4796,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,1,11010010,10,63,MG,7,917500,3109500,3109500,1058370,131842,0,Farinha de trigo,KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,RODOVIARIA,0917500 - ALF - FOZ DO IGUAÇU
2019,7,11010010,10,63,RJ,7,1017500,468000,468000,153244,24910,156,Farinha de trigo,KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,RODOVIARIA,1017500 - ALF - URUGUAIANA
