CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO,NO_NCM_POR,SG_UNID,NO_PAIS,NO_UF,NO_REGIAO,NO_VIA,NO_URF
2013,4,10019900,10,63,SP,1,817800,136995720,136995720,49700327,3037075,20190,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,3,10019900,10,63,BA,1,517600,68012372,68012372,23330363,1644369,30669,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Bahia,REGIAO NORDESTE,MARITIMA,0517600 - PORTO DE SALVADOR
2013,9,10059010,10,586,SC,7,910600,29350372,29350372,3873548,385647,1881,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,8,11010010,10,386,PR,1,927800,3240,3240,4308,730,0,Farinha de trigo,KGL  ,Itália,Paraná,REGIAO SUL,MARITIMA,0927800 - ITAJAI
2013,12,11010010,10,845,SP,7,1010252,280000,280000,134400,2800,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1010252 - JAGUARAO
2013,2,10019900,10,63,CE,1,317600,86654450,86654450,28558713,2207271,69589,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,10,10059010,10,586,SC,7,910600,44215530,44215530,5176276,488073,2186,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,3,11010010,10,586,PR,7,910600,1179860,1179860,656982,29554,0,Farinha de trigo,KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,1,11010010,10,63,PE,1,417800,230000,230000,98639,10950,0,Farinha de trigo,KGL  ,Argentina,Pernambuco,REGIAO NORDESTE,MARITIMA,0417800 - PORTO DE SUAPE
2013,8,10059010,10,586,PR,7,910652,28500000,28500000,3755000,229700,2660,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910652 - SANTA HELENA
2013,2,10059010,10,586,PR,7,910651,7500000,7500000,1469000,59000,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910651 - GUAIRA
2013,5,10019900,10,249,CE,1,317600,80800000,80800000,26697973,1893475,41242,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,7,11010010,10,586,SP,7,910600,707500,707500,394814,16142,0,Farinha de trigo,KGL  ,Paraguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,6,10019900,10,249,CE,1,317600,47550000,47550000,15357788,1176450,11846,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,1,11010020,10,275,SP,1,817800,425,425,1813,140,0,Farinha de mistura de trigo com centeio (méteil),KGL  ,França,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,3,10019900,10,586,SC,1,925251,14674750,14674750,4827993,311334,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,MARITIMA,0925251 - IMBITUBA
2013,7,10019900,10,63,PR,1,927700,10079190,10079190,3345517,251980,2651,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL
2013,6,10019900,10,249,AM,1,227600,14500000,14500000,4818205,688025,8700,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Amazonas,REGIAO NORTE,MARITIMA,0227600 - PORTO DE MANAUS
2013,11,11010010,10,845,SP,7,1015600,980000,980000,481993,26628,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,3,11010010,10,63,AM,1,927700,46000,46000,20336,4400,0,Farinha de trigo,KGL  ,Argentina,Amazonas,REGIAO NORTE,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL
2013,8,10019900,10,249,RN,1,420152,10400446,10400446,3255340,288600,1878,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420152 - PARNAMIRIM
2013,1,10059010,10,586,PR,7,910652,35090000,35090000,6997000,610870,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910652 - SANTA HELENA
2013,5,11010010,10,63,CE,1,317600,828000,828000,393382,46772,0,Farinha de trigo,KGL  ,Argentina,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,7,12019000,21,586,RS,7,145100,2000,2000000,879000,27500,922,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,0145100 - MUNDO NOVO
2013,9,11010010,10,586,PR,7,910600,1000635,1000635,608304,22905,0,Farinha de trigo,KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,1,11010010,10,845,RS,7,1015600,923400,923400,346821,19726,150,Farinha de trigo,KGL  ,Uruguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,4,10059010,10,586,PR,7,910600,7500000,7500000,1364500,98300,237,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,5,10019900,10,63,BA,1,517600,11750000,11750000,4189125,399313,8200,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Bahia,REGIAO NORDESTE,MARITIMA,0517600 - PORTO DE SALVADOR
2013,9,10051000,10,249,RS,4,1017600,5012,5012,42253,25169,0,Milho para semeadura,KGL  ,Estados Unidos,Rio Grande do Sul,REGIAO SUL,AEREA,1017600 - AEROPORTO SALGADO FILHO - PORTO ALEGRE
2013,1,11010010,10,87,SP,1,817800,500,500,2218,43,2,Farinha de trigo,KGL  ,Bélgica,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,3,10019900,10,149,RJ,1,717600,2500000,2500000,921432,116250,1223,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Canadá,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,2,10019900,10,586,GO,7,910600,1000000,1000000,337000,11400,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,1,12019000,21,586,MT,7,145100,120000,120000,67920,1260,0,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Mato Grosso,REGIAO CENTRO OESTE,RODOVIARIA,0145100 - MUNDO NOVO
2013,4,15079090,21,249,RJ,4,717700,1,207,2585,1086,0,Outros óleos de soja,TML  ,Estados Unidos,Rio de Janeiro,REGIAO SUDESTE,AEREA,0717700 - AEROPORTO INTERNACIONAL DO RIO DE JANEIRO
2013,11,11010010,10,149,RR,7,260152,184500,184500,81877,1094,0,Farinha de trigo,KGL  ,Canadá,Roraima,REGIAO NORTE,RODOVIARIA,0260152 - BONFIM
2013,8,10059090,10,245,SP,1,817800,7000,7000,14313,1384,0,"Milho, exceto em grão",KGL  ,Espanha,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,12,11010010,10,386,SP,1,817800,4620,4620,6992,918,19,Farinha de trigo,KGL  ,Itália,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,10,11010010,10,386,RJ,1,717600,68000,68000,49278,8816,0,Farinha de trigo,KGL  ,Itália,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,10,11010010,10,845,SP,7,1015600,868000,868000,451108,23856,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,10,10019900,10,431,SP,1,817800,8748,8748,5413,857,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Líbano,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,1,11010010,10,63,MS,7,910600,940000,940000,415729,23250,0,Farinha de trigo,KGL  ,Argentina,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,11,11010010,10,386,SP,1,817800,7800,7800,11773,1298,32,Farinha de trigo,KGL  ,Itália,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,7,10059010,10,586,SC,7,910651,1300000,1300000,230100,16250,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0910651 - GUAIRA
2013,2,10019900,10,63,PR,1,917800,26250000,26250000,9218298,447563,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,MARITIMA,0917800 - PORTO DE PARANAGUA
2013,5,11010010,10,63,MS,7,910600,430500,430500,231600,6300,0,Farinha de trigo,KGL  ,Argentina,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,5,11010010,10,845,SP,7,1015600,672000,672000,312690,18144,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,6,11010010,10,845,SP,7,1015600,644000,644000,317576,17444,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,4,10019900,10,63,SC,1,925251,8075620,8075620,2681106,259285,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Santa Catarina,REGIAO SUL,MARITIMA,0925251 - IMBITUBA
2013,3,10059010,10,63,PE,1,417800,52200,52200,48740,2100,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Pernambuco,REGIAO NORDESTE,MARITIMA,0417800 - PORTO DE SUAPE
2013,6,11010010,10,63,GO,7,910600,169500,169500,89820,4500,0,Farinha de trigo,KGL  ,Argentina,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,5,11010010,10,586,SP,7,910600,319000,319000,170296,6752,0,Farinha de trigo,KGL  ,Paraguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,9,11010010,10,386,RJ,1,717600,87547,87547,58749,10333,0,Farinha de trigo,KGL  ,Itália,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,8,10019900,10,63,SP,1,817800,22641000,22641000,9107639,452820,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,8,10019900,10,249,CE,1,317600,14482144,14482144,4555369,433732,5524,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,2,11010010,10,149,RR,7,260152,49500,49500,22000,500,0,Farinha de trigo,KGL  ,Canadá,Roraima,REGIAO NORTE,RODOVIARIA,0260152 - BONFIM
2013,3,10019900,10,586,RS,6,1010900,1000000,1000000,306000,30000,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,FERROVIARIA,1010900 - URUGUAIANA
2013,7,10059010,10,63,PE,1,927700,50000,50000,42505,2200,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Pernambuco,REGIAO NORDESTE,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL
2013,3,11010010,10,63,MG,7,910600,139500,139500,74228,3060,0,Farinha de trigo,KGL  ,Argentina,Minas Gerais,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,5,10019900,10,586,MS,7,145100,3000000,3000000,1026000,45000,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0145100 - MUNDO NOVO
2013,12,10059010,10,586,MS,7,145100,1000000,1000000,123000,4000,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0145100 - MUNDO NOVO
2013,5,10059010,10,586,PR,7,910600,1000000,1000000,148000,8500,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,4,11010010,10,63,SP,1,717800,368000,368000,202956,13932,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,MARITIMA,0717800 - PORTO DE ITAGUAI
2013,11,10019900,10,249,MG,1,927700,7000000,7000000,2221626,259000,1919,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Minas Gerais,REGIAO SUDESTE,MARITIMA,0927700 - PORTO DE SAO FRANCISCO DO SUL
2013,11,11010010,10,275,MG,1,717600,13875,13875,10602,1335,0,Farinha de trigo,KGL  ,França,Minas Gerais,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,10,10019900,10,249,CE,1,317600,33000000,33000000,10241084,808500,12219,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,9,10019900,10,845,RN,1,420152,10003660,10003660,2951080,198000,1668,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Uruguai,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420152 - PARNAMIRIM
2013,12,10019900,10,845,RJ,1,717600,7875000,7875000,2670834,220500,2179,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Uruguai,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,3,10019900,10,249,SP,4,817700,1,1,76,19,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2013,7,12011000,10,63,RS,4,817700,105,105,914,750,0,"Soja, mesmo triturada, para semeadura",KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2013,9,10019900,10,249,PB,1,430151,10012401,10012401,3093253,232498,1741,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Paraíba,REGIAO NORDESTE,MARITIMA,0430151 - CABEDELO
2013,12,11010010,10,845,RJ,7,1010252,112000,112000,47488,4600,0,Farinha de trigo,KGL  ,Uruguai,Rio de Janeiro,REGIAO SUDESTE,RODOVIARIA,1010252 - JAGUARAO
2013,9,10059010,10,586,SC,7,910651,3500000,3500000,415000,54500,231,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0910651 - GUAIRA
2013,1,11010010,10,63,SP,7,910600,946500,946500,457552,22218,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,10,12019000,21,399,SP,4,817700,0,120,1225,894,3,"Soja, mesmo triturada, exceto para semeadura",TML  ,Japão,São Paulo,REGIAO SUDESTE,AEREA,0817700 - AEROPORTO INTERNACIONAL DE VIRACOPOS
2013,3,10019900,10,586,PR,7,910600,28841980,28841980,9276506,404784,839,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,12,10019900,10,249,MG,1,727600,16100000,16100000,5180757,483000,4379,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Minas Gerais,REGIAO SUDESTE,MARITIMA,0727600 - PORTO DE VITORIA
2013,6,10019900,10,63,PR,1,917800,10000000,10000000,3814503,300000,948,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,MARITIMA,0917800 - PORTO DE PARANAGUA
2013,7,12019000,21,586,PR,7,910651,2028,2027690,885962,25598,12,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910651 - GUAIRA
2013,9,10019900,10,586,RS,7,1010852,1054170,1054170,356309,36896,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1010852 - PORTO XAVIER
2013,6,11010010,10,845,SC,7,1015600,139000,139000,64490,4445,0,Farinha de trigo,KGL  ,Uruguai,Santa Catarina,REGIAO SUL,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,12,10051000,10,63,GO,1,817800,597794,597794,4865648,17600,0,Milho para semeadura,KGL  ,Argentina,Goiás,REGIAO CENTRO OESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,5,10059010,10,63,PR,7,920351,77000,77000,54880,3100,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,0920351 - DIONISIO CERQUEIRA
2013,12,10019900,10,586,MS,7,145300,1500000,1500000,607500,40500,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0145300 - PONTA PORA
2013,7,11010010,10,87,SP,1,817800,5200,5200,21224,778,21,Farinha de trigo,KGL  ,Bélgica,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,10,10019900,10,249,PA,1,217600,45372073,45372073,13770033,1544105,11969,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Pará,REGIAO NORTE,MARITIMA,0217600 - PORTO DE BELEM
2013,6,11010010,10,63,SP,6,1010900,311500,311500,145443,9986,295,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,FERROVIARIA,1010900 - URUGUAIANA
2013,5,10019900,10,249,PE,1,415100,15749252,15749252,5181504,851303,3281,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Pernambuco,REGIAO NORDESTE,MARITIMA,0415100 - IRF/RECIFE
2013,5,10059010,10,63,SC,7,910600,84500,84500,72670,1793,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,3,23040010,21,586,PR,7,910600,1000,1000000,618600,7850,0,"Farinhas e pellets, da extração do óleo de soja",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,4,11010010,10,63,SC,7,1010900,25500,25500,13260,1120,0,Farinha de trigo,KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,1010900 - URUGUAIANA
2013,4,10059010,10,63,SP,7,910600,504050,504050,324608,35372,390,"Milho em grão, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,3,10019900,10,63,RJ,1,717600,50500000,50500000,17670000,1233950,22291,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,5,11010010,10,63,SP,7,920351,105480,105480,56551,8602,0,Farinha de trigo,KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0920351 - DIONISIO CERQUEIRA
2013,12,11010010,10,827,ES,1,717800,245000,245000,107016,14932,130,Farinha de trigo,KGL  ,Turquia,Espírito Santo,REGIAO SUDESTE,MARITIMA,0717800 - PORTO DE ITAGUAI
2013,11,10019900,10,586,MS,7,145300,240000,240000,100800,4440,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0145300 - PONTA PORA
2013,8,10019900,10,249,MG,1,817800,13468000,13468000,4682326,406286,2409,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Minas Gerais,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,5,10019900,10,63,PA,1,217600,38000000,38000000,13688632,1152000,8848,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Pará,REGIAO NORTE,MARITIMA,0217600 - PORTO DE BELEM
2013,6,11010010,10,845,RS,7,1015600,84000,84000,37660,2100,0,Farinha de trigo,KGL  ,Uruguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,4,11010010,10,845,SP,7,1015600,560000,560000,276696,14448,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1015600 - SANTANA DO LIVRAMENTO
2013,1,12019000,21,586,PR,7,910651,600,600000,345000,2400,0,"Soja, mesmo triturada, exceto para semeadura",TML  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910651 - GUAIRA
2013,10,10059010,10,586,MT,7,910652,2000000,2000000,242000,12000,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Mato Grosso,REGIAO CENTRO OESTE,RODOVIARIA,0910652 - SANTA HELENA
2013,10,10059010,10,63,SP,7,910600,678480,678480,438358,38702,526,"Milho em grão, exceto para semeadura",KGL  ,Argentina,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,4,10019900,10,149,RJ,1,717600,2500000,2500000,921432,116250,1131,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Canadá,Rio de Janeiro,REGIAO SUDESTE,MARITIMA,0717600 - PORTO DO RIO DE JANEIRO
2013,1,11010010,10,63,RS,7,1010953,204000,204000,89000,10680,0,Farinha de trigo,KGL  ,Argentina,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,1010953 - SAO BORJA
2013,9,10019900,10,586,MS,7,145300,1000000,1000000,320000,18500,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0145300 - PONTA PORA
2013,4,10019900,10,63,CE,1,317600,56868180,56868180,21219989,1358609,60712,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Ceará,REGIAO NORDESTE,MARITIMA,0317600 - PORTO DE FORTALEZA
2013,9,10019900,10,586,PR,7,910600,6823930,6823930,2660336,87879,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Paraguai,Paraná,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,3,10059010,10,63,SC,7,910600,52000,52000,36400,1600,0,"Milho em grão, exceto para semeadura",KGL  ,Argentina,Santa Catarina,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,8,11010010,10,386,SP,1,817800,26250,26250,19584,3787,0,Farinha de trigo,KGL  ,Itália,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,9,10019900,10,431,SP,1,817800,3600,3600,2162,388,0,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Líbano,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,5,10019900,10,249,RN,1,420152,13501629,13501629,4523046,351000,3411,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Estados Unidos,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420152 - PARNAMIRIM
2013,10,11010010,10,586,MS,7,910600,108000,108000,69120,2720,0,Farinha de trigo,KGL  ,Paraguai,Mato Grosso do Sul,REGIAO CENTRO OESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,7,10051000,10,97,GO,7,145200,20576,20576,36990,1900,0,Milho para semeadura,KGL  ,Bolívia,Goiás,REGIAO CENTRO OESTE,RODOVIARIA,0145200 - CORUMBA
2013,9,11010010,10,845,PR,7,1010252,28000,28000,19600,750,0,Farinha de trigo,KGL  ,Uruguai,Paraná,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2013,3,10059010,10,586,SC,7,910600,2750000,2750000,577720,52362,0,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Santa Catarina,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,10,10059010,10,586,RS,7,910600,5000000,5000000,617800,88422,460,"Milho em grão, exceto para semeadura",KGL  ,Paraguai,Rio Grande do Sul,REGIAO SUL,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,5,11010010,10,149,RR,7,260152,110700,110700,48741,1500,0,Farinha de trigo,KGL  ,Canadá,Roraima,REGIAO NORTE,RODOVIARIA,0260152 - BONFIM
2013,3,11010010,10,845,PR,7,1010252,28000,28000,15960,714,0,Farinha de trigo,KGL  ,Uruguai,Paraná,REGIAO SUL,RODOVIARIA,1010252 - JAGUARAO
2013,9,11010010,10,586,SP,7,910600,64000,64000,40000,1200,0,Farinha de trigo,KGL  ,Paraguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,0910600 - FOZ DO IGUACU
2013,12,10059090,10,245,SP,1,817800,9000,9000,20075,1309,0,"Milho, exceto em grão",KGL  ,Espanha,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,9,11010010,10,628,MG,1,817800,4875,4875,3068,1852,9,Farinha de trigo,KGL  ,Reino Unido,Minas Gerais,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
2013,4,11010010,10,845,SP,7,1010252,28000,28000,11396,504,0,Farinha de trigo,KGL  ,Uruguai,São Paulo,REGIAO SUDESTE,RODOVIARIA,1010252 - JAGUARAO
2013,3,11010010,10,63,PR,7,920351,28000,28000,16940,2600,0,Farinha de trigo,KGL  ,Argentina,Paraná,REGIAO SUL,RODOVIARIA,0920351 - DIONISIO CERQUEIRA
2013,3,10019900,10,63,RN,1,420152,19805793,19805793,6892675,433000,6654,"Outros trigos e misturas de trigo com centeio, exceto para semeadura",KGL  ,Argentina,Rio Grande do Norte,REGIAO NORDESTE,MARITIMA,0420152 - PARNAMIRIM
2013,3,11010010,10,275,SP,1,817800,13000,13000,14044,1731,0,Farinha de trigo,KGL  ,França,São Paulo,REGIAO SUDESTE,MARITIMA,0817800 - PORTO DE SANTOS
