Country;CommodityCode;Attribute
Zambia;4232000.0;MYImports
Zimbabwe;410000.0;MYImports
Zimbabwe;440000.0;MYImports
Zimbabwe;813100.0;MYImports
Zimbabwe;2221000.0;MYImports
Zimbabwe;2222000.0;MYImports
Zimbabwe;2223000.0;MYImports
Zimbabwe;4232000.0;MYImports
Zimbabwe;4233000.0;MYImports
Zimbabwe;4243000.0;MYImports
Afghanistan;410000.0;Production
Afghanistan;440000.0;Production
Albania;410000.0;Production
Albania;440000.0;Production
Algeria;410000.0;Production
Algeria;440000.0;Production
Algeria;813100.0;Production
Algeria;4232000.0;Production
Algeria;4235000.0;Production
Angola;410000.0;Production
Angola;440000.0;Production
Angola;4243000.0;Production
Argentina;410000.0;Production
Argentina;440000.0;Production
Argentina;813100.0;Production
Argentina;813200.0;Production
Argentina;813300.0;Production
Argentina;813500.0;Production
Argentina;813600.0;Production
Argentina;2221000.0;Production
Argentina;2222000.0;Production
Argentina;2223000.0;Production
Argentina;2224000.0;Production
Argentina;2226000.0;Production
Argentina;4232000.0;Production
Argentina;4233000.0;Production
Argentina;4234000.0;Production
Argentina;4235000.0;Production
Argentina;4236000.0;Production
Argentina;4239100.0;Production
Armenia;410000.0;Production
Australia;410000.0;Production
Australia;440000.0;Production
Australia;813100.0;Production
Australia;813300.0;Production
Australia;813500.0;Production
Australia;813600.0;Production
Australia;2221000.0;Production
Australia;2222000.0;Production
Australia;2223000.0;Production
Australia;2224000.0;Production
Australia;2226000.0;Production
Australia;4232000.0;Production
Australia;4233000.0;Production
Australia;4235000.0;Production
Australia;4236000.0;Production
Australia;4239100.0;Production
Azerbaijan;410000.0;Production
Azerbaijan;440000.0;Production
Azerbaijan;813300.0;Production
Azerbaijan;2223000.0;Production
Azerbaijan;4233000.0;Production
Bangladesh;410000.0;Production
Bangladesh;440000.0;Production
Bangladesh;813100.0;Production
Bangladesh;813200.0;Production
Bangladesh;813600.0;Production
Bangladesh;813700.0;Production
Bangladesh;2221000.0;Production
Bangladesh;2222000.0;Production
Bangladesh;2226000.0;Production
Bangladesh;4232000.0;Production
Bangladesh;4234000.0;Production
Bangladesh;4239100.0;Production
Bangladesh;4242000.0;Production
Barbados;813100.0;Production
Barbados;4232000.0;Production
Belarus;410000.0;Production
Belarus;440000.0;Production
Belarus;813100.0;Production
Belarus;813500.0;Production
Belarus;813600.0;Production
Belarus;2226000.0;Production
Belarus;4232000.0;Production
Belarus;4236000.0;Production
Belarus;4239100.0;Production
Benin;440000.0;Production
Benin;813100.0;Production
Benin;813200.0;Production
Benin;813300.0;Production
Benin;813800.0;Production
Benin;2221000.0;Production
Benin;2222000.0;Production
Benin;2223000.0;Production
Benin;2232000.0;Production
Benin;4232000.0;Production
Benin;4233000.0;Production
Benin;4234000.0;Production
Benin;4243000.0;Production
Benin;4244000.0;Production
Bhutan;410000.0;Production
Bhutan;440000.0;Production
Bolivia;410000.0;Production
Bolivia;440000.0;Production
Bolivia;813100.0;Production
Bolivia;813500.0;Production
Bolivia;2222000.0;Production
Bolivia;2224000.0;Production
Bolivia;4232000.0;Production
Bolivia;4236000.0;Production
Bosnia and Herzegovina;410000.0;Production
Bosnia and Herzegovina;440000.0;Production
Bosnia and Herzegovina;813100.0;Production
Bosnia and Herzegovina;813500.0;Production
Bosnia and Herzegovina;2222000.0;Production
Bosnia and Herzegovina;2224000.0;Production
Bosnia and Herzegovina;4232000.0;Production
Bosnia and Herzegovina;4236000.0;Production
Botswana;440000.0;Production
Brazil;410000.0;Production
Brazil;440000.0;Production
Brazil;813100.0;Production
Brazil;813200.0;Production
Brazil;813300.0;Production
Brazil;813500.0;Production
Brazil;813800.0;Production
Brazil;2221000.0;Production
Brazil;2222000.0;Production
Brazil;2223000.0;Production
Brazil;2224000.0;Production
Brazil;2232000.0;Production
Brazil;4232000.0;Production
Brazil;4233000.0;Production
Brazil;4234000.0;Production
Brazil;4236000.0;Production
Brazil;4243000.0;Production
Brazil;4244000.0;Production
Burkina Faso;440000.0;Production
Burkina Faso;813200.0;Production
Burkina Faso;813300.0;Production
Burkina Faso;2221000.0;Production
Burkina Faso;2223000.0;Production
Burkina Faso;4233000.0;Production
Burkina Faso;4234000.0;Production
Burma;410000.0;Production
Burma;440000.0;Production
Burma;813200.0;Production
Burma;813300.0;Production
Burma;813500.0;Production
Burma;2221000.0;Production
Burma;2222000.0;Production
Burma;2223000.0;Production
Burma;2224000.0;Production
Burma;4233000.0;Production
Burma;4234000.0;Production
Burma;4236000.0;Production
Burundi;440000.0;Production
Cabo Verde;440000.0;Production
Cambodia;440000.0;Production
Cameroon;440000.0;Production
Cameroon;813200.0;Production
Cameroon;813300.0;Production
Cameroon;813800.0;Production
Cameroon;2221000.0;Production
Cameroon;2223000.0;Production
Cameroon;2232000.0;Production
Cameroon;4233000.0;Production
Cameroon;4234000.0;Production
Cameroon;4243000.0;Production
Cameroon;4244000.0;Production
Canada;410000.0;Production
Canada;440000.0;Production
Canada;813100.0;Production
Canada;813600.0;Production
Canada;814200.0;Production
Canada;2222000.0;Production
Canada;2224000.0;Production
Canada;2226000.0;Production
Canada;4232000.0;Production
Canada;4239100.0;Production
Central African Republic;440000.0;Production
Central African Republic;813200.0;Production
Central African Republic;2221000.0;Production
Central African Republic;4234000.0;Production
Chad;410000.0;Production
Chad;440000.0;Production
Chad;813200.0;Production
Chad;813300.0;Production
Chad;2221000.0;Production
Chad;2223000.0;Production
Chad;4233000.0;Production
Chad;4234000.0;Production
Chile;410000.0;Production
Chile;440000.0;Production
Chile;813100.0;Production
Chile;813500.0;Production
Chile;813600.0;Production
Chile;814200.0;Production
Chile;2224000.0;Production
Chile;2226000.0;Production
Chile;4232000.0;Production
Chile;4235000.0;Production
Chile;4236000.0;Production
Chile;4239100.0;Production
China;410000.0;Production
China;440000.0;Production
China;813100.0;Production
China;813200.0;Production
China;813300.0;Production
China;813500.0;Production
China;813600.0;Production
China;814200.0;Production
China;2221000.0;Production
China;2222000.0;Production
China;2223000.0;Production
China;2224000.0;Production
China;2226000.0;Production
China;4232000.0;Production
China;4233000.0;Production
China;4234000.0;Production
China;4235000.0;Production
China;4236000.0;Production
China;4239100.0;Production
Colombia;410000.0;Production
Colombia;440000.0;Production
Colombia;813100.0;Production
Colombia;813800.0;Production
Colombia;2222000.0;Production
Colombia;2232000.0;Production
Colombia;4232000.0;Production
Colombia;4243000.0;Production
Colombia;4244000.0;Production
Comoros;2231000.0;Production
Congo (Brazzaville);440000.0;Production
Congo (Kinshasa);410000.0;Production
Congo (Kinshasa);440000.0;Production
Congo (Kinshasa);813200.0;Production
Congo (Kinshasa);813800.0;Production
Congo (Kinshasa);2221000.0;Production
Congo (Kinshasa);2232000.0;Production
Congo (Kinshasa);4234000.0;Production
Congo (Kinshasa);4243000.0;Production
Congo (Kinshasa);4244000.0;Production
Costa Rica;440000.0;Production
Costa Rica;813100.0;Production
Costa Rica;813800.0;Production
Costa Rica;2232000.0;Production
Costa Rica;4232000.0;Production
Costa Rica;4243000.0;Production
Costa Rica;4244000.0;Production
Cote d'Ivoire;440000.0;Production
Cote d'Ivoire;813200.0;Production
Cote d'Ivoire;813300.0;Production
Cote d'Ivoire;813700.0;Production
Cote d'Ivoire;813800.0;Production
Cote d'Ivoire;2221000.0;Production
Cote d'Ivoire;2223000.0;Production
Cote d'Ivoire;2231000.0;Production
Cote d'Ivoire;2232000.0;Production
Cote d'Ivoire;4233000.0;Production
Cote d'Ivoire;4234000.0;Production
Cote d'Ivoire;4242000.0;Production
Cote d'Ivoire;4243000.0;Production
Cote d'Ivoire;4244000.0;Production
Cuba;440000.0;Production
Cuba;813100.0;Production
Cuba;4232000.0;Production
Dominican Republic;440000.0;Production
Dominican Republic;2232000.0;Production
Dominican Republic;4243000.0;Production
Ecuador;410000.0;Production
Ecuador;440000.0;Production
Ecuador;813100.0;Production
Ecuador;813800.0;Production
Ecuador;814200.0;Production
Ecuador;2222000.0;Production
Ecuador;2232000.0;Production
Ecuador;4232000.0;Production
Ecuador;4243000.0;Production
Ecuador;4244000.0;Production
Egypt;410000.0;Production
Egypt;440000.0;Production
Egypt;813100.0;Production
Egypt;813300.0;Production
Egypt;813500.0;Production
Egypt;2221000.0;Production
Egypt;2222000.0;Production
Egypt;2223000.0;Production
Egypt;2224000.0;Production
Egypt;4232000.0;Production
Egypt;4233000.0;Production
Egypt;4236000.0;Production
El Salvador;440000.0;Production
Eritrea;410000.0;Production
Eritrea;440000.0;Production
Eswatini;440000.0;Production
Ethiopia;410000.0;Production
Ethiopia;440000.0;Production
Ethiopia;813100.0;Production
Ethiopia;813300.0;Production
Ethiopia;813600.0;Production
Ethiopia;2222000.0;Production
Ethiopia;2226000.0;Production
Ethiopia;4232000.0;Production
Ethiopia;4239100.0;Production
European Union;410000.0;Production
European Union;440000.0;Production
European Union;813100.0;Production
European Union;813200.0;Production
European Union;813300.0;Production
European Union;813500.0;Production
European Union;813600.0;Production
European Union;813800.0;Production
European Union;814200.0;Production
European Union;2222000.0;Production
European Union;2223000.0;Production
European Union;2224000.0;Production
European Union;2226000.0;Production
European Union;4232000.0;Production
European Union;4233000.0;Production
European Union;4234000.0;Production
European Union;4235000.0;Production
European Union;4236000.0;Production
European Union;4239100.0;Production
European Union;4244000.0;Production
Faroe Islands;814200.0;Production
Fiji;813700.0;Production
Fiji;2231000.0;Production
Gambia, The;440000.0;Production
Gambia, The;813200.0;Production
Gambia, The;2221000.0;Production
Gambia, The;4234000.0;Production
Georgia;410000.0;Production
Georgia;440000.0;Production
Georgia;813100.0;Production
Georgia;4236000.0;Production
Ghana;440000.0;Production
Ghana;813100.0;Production
Ghana;813700.0;Production
Ghana;813800.0;Production
Ghana;2221000.0;Production
Ghana;2222000.0;Production
Ghana;2231000.0;Production
Ghana;2232000.0;Production
Ghana;4232000.0;Production
Ghana;4242000.0;Production
Ghana;4243000.0;Production
Ghana;4244000.0;Production
Guatemala;410000.0;Production
Guatemala;440000.0;Production
Guatemala;813100.0;Production
Guatemala;813800.0;Production
Guatemala;2221000.0;Production
Guatemala;2222000.0;Production
Guatemala;2232000.0;Production
Guatemala;4232000.0;Production
Guatemala;4236000.0;Production
Guatemala;4243000.0;Production
Guatemala;4244000.0;Production
Guinea;440000.0;Production
Guinea;813800.0;Production
Guinea;2221000.0;Production
Guinea;2232000.0;Production
Guinea;4243000.0;Production
Guinea;4244000.0;Production
Guinea-Bissau;440000.0;Production
Guinea-Bissau;813800.0;Production
Guinea-Bissau;2232000.0;Production
Guinea-Bissau;4244000.0;Production
Guyana;440000.0;Production
Haiti;440000.0;Production
Honduras;440000.0;Production
Honduras;813800.0;Production
Honduras;2232000.0;Production
Honduras;4243000.0;Production
Honduras;4244000.0;Production
Iceland;814200.0;Production
India;410000.0;Production
India;440000.0;Production
India;813100.0;Production
India;813200.0;Production
India;813300.0;Production
India;813500.0;Production
India;813600.0;Production
India;813700.0;Production
India;813800.0;Production
India;2221000.0;Production
India;2222000.0;Production
India;2223000.0;Production
India;2224000.0;Production
India;2226000.0;Production
India;2231000.0;Production
India;2232000.0;Production
India;4232000.0;Production
India;4233000.0;Production
India;4234000.0;Production
India;4236000.0;Production
India;4239100.0;Production
India;4242000.0;Production
India;4243000.0;Production
India;4244000.0;Production
Indonesia;440000.0;Production
Indonesia;813200.0;Production
Indonesia;813700.0;Production
Indonesia;813800.0;Production
Indonesia;814200.0;Production
Indonesia;2221000.0;Production
Indonesia;2222000.0;Production
Indonesia;2223000.0;Production
Indonesia;2231000.0;Production
Indonesia;2232000.0;Production
Indonesia;4234000.0;Production
Indonesia;4242000.0;Production
Indonesia;4243000.0;Production
Indonesia;4244000.0;Production
Iran;410000.0;Production
Iran;440000.0;Production
Iran;813100.0;Production
Iran;813300.0;Production
Iran;813500.0;Production
Iran;813600.0;Production
Iran;2222000.0;Production
Iran;2223000.0;Production
Iran;2224000.0;Production
Iran;2226000.0;Production
Iran;4232000.0;Production
Iran;4233000.0;Production
Iran;4236000.0;Production
Iran;4239100.0;Production
Iraq;410000.0;Production
Iraq;440000.0;Production
Israel;410000.0;Production
Israel;813100.0;Production
Israel;813500.0;Production
Israel;813600.0;Production
Israel;2224000.0;Production
Israel;4232000.0;Production
Israel;4235000.0;Production
Israel;4236000.0;Production
Israel;4239100.0;Production
Jamaica;440000.0;Production
Japan;410000.0;Production
Japan;440000.0;Production
Japan;813100.0;Production
Japan;813200.0;Production
Japan;813300.0;Production
Japan;813600.0;Production
Japan;814200.0;Production
Japan;2221000.0;Production
Japan;2222000.0;Production
Japan;2226000.0;Production
Japan;4232000.0;Production
Japan;4233000.0;Production
Japan;4234000.0;Production
Japan;4239100.0;Production
Jordan;410000.0;Production
Jordan;440000.0;Production
Jordan;4235000.0;Production
Kazakhstan;410000.0;Production
Kazakhstan;440000.0;Production
Kazakhstan;813100.0;Production
Kazakhstan;813300.0;Production
Kazakhstan;813500.0;Production
Kazakhstan;813600.0;Production
Kazakhstan;2222000.0;Production
Kazakhstan;2223000.0;Production
Kazakhstan;2224000.0;Production
Kazakhstan;2226000.0;Production
Kazakhstan;4232000.0;Production
Kazakhstan;4233000.0;Production
Kazakhstan;4236000.0;Production
Kazakhstan;4239100.0;Production
Kenya;410000.0;Production
Kenya;440000.0;Production
Korea, North;410000.0;Production
Korea, North;440000.0;Production
Korea, North;813100.0;Production
Korea, North;2222000.0;Production
Korea, North;4232000.0;Production
Korea, South;410000.0;Production
Korea, South;440000.0;Production
Korea, South;813100.0;Production
Korea, South;813300.0;Production
Korea, South;813600.0;Production
Korea, South;814200.0;Production
Korea, South;2221000.0;Production
Korea, South;2222000.0;Production
Korea, South;2223000.0;Production
Korea, South;2226000.0;Production
Korea, South;4232000.0;Production
Korea, South;4233000.0;Production
Korea, South;4239100.0;Production
Kyrgyzstan;410000.0;Production
Kyrgyzstan;440000.0;Production
Kyrgyzstan;813300.0;Production
Kyrgyzstan;2223000.0;Production
Kyrgyzstan;4233000.0;Production
Laos;440000.0;Production
Lebanon;410000.0;Production
Lebanon;440000.0;Production
Lebanon;813100.0;Production
Lebanon;4232000.0;Production
Lebanon;4235000.0;Production
Lebanon;4236000.0;Production
Lesotho;410000.0;Production
Lesotho;440000.0;Production
Liberia;813800.0;Production
Liberia;2232000.0;Production
Liberia;4243000.0;Production
Liberia;4244000.0;Production
Libya;410000.0;Production
Libya;4235000.0;Production
Madagascar;440000.0;Production
Madagascar;813300.0;Production
Madagascar;2223000.0;Production
Madagascar;4233000.0;Production
Malawi;410000.0;Production
Malawi;440000.0;Production
Malawi;813200.0;Production
Malawi;2221000.0;Production
Malawi;4234000.0;Production
Malaysia;440000.0;Production
Malaysia;813100.0;Production
Malaysia;813200.0;Production
Malaysia;813700.0;Production
Malaysia;813800.0;Production
Malaysia;814200.0;Production
Malaysia;2221000.0;Production
Malaysia;2231000.0;Production
Malaysia;2232000.0;Production
Malaysia;4232000.0;Production
Malaysia;4234000.0;Production
Malaysia;4242000.0;Production
Malaysia;4243000.0;Production
Malaysia;4244000.0;Production
Mali;410000.0;Production
Mali;440000.0;Production
Mali;813200.0;Production
Mali;813300.0;Production
Mali;2221000.0;Production
Mali;2223000.0;Production
Mali;4233000.0;Production
Mali;4234000.0;Production
Mauritania;440000.0;Production
Mexico;410000.0;Production
Mexico;440000.0;Production
Mexico;813100.0;Production
Mexico;813200.0;Production
Mexico;813300.0;Production
Mexico;813500.0;Production
Mexico;813600.0;Production
Mexico;813700.0;Production
Mexico;814200.0;Production
Mexico;2221000.0;Production
Mexico;2222000.0;Production
Mexico;2223000.0;Production
Mexico;2224000.0;Production
Mexico;2226000.0;Production
Mexico;2231000.0;Production
Mexico;4232000.0;Production
Mexico;4233000.0;Production
Mexico;4234000.0;Production
Mexico;4236000.0;Production
Mexico;4239100.0;Production
Mexico;4242000.0;Production
Mexico;4243000.0;Production
Moldova;410000.0;Production
Moldova;440000.0;Production
Moldova;813500.0;Production
Moldova;2224000.0;Production
Moldova;2226000.0;Production
Moldova;4236000.0;Production
Mongolia;410000.0;Production
Morocco;410000.0;Production
Morocco;440000.0;Production
Morocco;813100.0;Production
Morocco;813500.0;Production
Morocco;813600.0;Production
Morocco;814200.0;Production
Morocco;2221000.0;Production
Morocco;2224000.0;Production
Morocco;2226000.0;Production
Morocco;4232000.0;Production
Morocco;4235000.0;Production
Morocco;4236000.0;Production
Morocco;4239100.0;Production
Mozambique;410000.0;Production
Mozambique;440000.0;Production
Mozambique;813200.0;Production
Mozambique;813300.0;Production
Mozambique;813700.0;Production
Mozambique;2221000.0;Production
Mozambique;2223000.0;Production
Mozambique;2231000.0;Production
Mozambique;4233000.0;Production
Mozambique;4234000.0;Production
Mozambique;4242000.0;Production
Namibia;410000.0;Production
Namibia;440000.0;Production
Nepal;410000.0;Production
Nepal;440000.0;Production
New Zealand;410000.0;Production
New Zealand;440000.0;Production
New Zealand;814200.0;Production
Nicaragua;440000.0;Production
Nicaragua;813200.0;Production
Nicaragua;2221000.0;Production
Nicaragua;2222000.0;Production
Nicaragua;4234000.0;Production
Niger;813200.0;Production
Niger;2221000.0;Production
Niger;4234000.0;Production
Nigeria;410000.0;Production
Nigeria;440000.0;Production
Nigeria;813100.0;Production
Nigeria;813200.0;Production
Nigeria;813300.0;Production
Nigeria;813700.0;Production
Nigeria;813800.0;Production
Nigeria;2221000.0;Production
Nigeria;2222000.0;Production
Nigeria;2223000.0;Production
Nigeria;2231000.0;Production
Nigeria;2232000.0;Production
Nigeria;4232000.0;Production
Nigeria;4233000.0;Production
Nigeria;4234000.0;Production
Nigeria;4242000.0;Production
Nigeria;4243000.0;Production
Nigeria;4244000.0;Production
North Macedonia;410000.0;Production
North Macedonia;440000.0;Production
North Macedonia;813500.0;Production
North Macedonia;2224000.0;Production
North Macedonia;4236000.0;Production
Norway;410000.0;Production
Norway;813100.0;Production
Norway;813600.0;Production
Norway;814200.0;Production
Norway;2226000.0;Production
Norway;4232000.0;Production
Norway;4239100.0;Production
Oman;440000.0;Production
Pakistan;410000.0;Production
Pakistan;440000.0;Production
Pakistan;813100.0;Production
Pakistan;813300.0;Production
Pakistan;813500.0;Production
Pakistan;813600.0;Production
Pakistan;2221000.0;Production
Pakistan;2222000.0;Production
Pakistan;2223000.0;Production
Pakistan;2224000.0;Production
Pakistan;2226000.0;Production
Pakistan;4232000.0;Production
Pakistan;4233000.0;Production
Pakistan;4236000.0;Production
Pakistan;4239100.0;Production
Panama;440000.0;Production
Panama;813100.0;Production
Panama;4232000.0;Production
Papua New Guinea;813700.0;Production
Papua New Guinea;813800.0;Production
Papua New Guinea;2231000.0;Production
Papua New Guinea;2232000.0;Production
Papua New Guinea;4242000.0;Production
Papua New Guinea;4243000.0;Production
Papua New Guinea;4244000.0;Production
Paraguay;410000.0;Production
Paraguay;440000.0;Production
Paraguay;813100.0;Production
Paraguay;813300.0;Production
Paraguay;813500.0;Production
Paraguay;813600.0;Production
Paraguay;2222000.0;Production
Paraguay;2223000.0;Production
Paraguay;2224000.0;Production
Paraguay;2226000.0;Production
Paraguay;4232000.0;Production
Paraguay;4233000.0;Production
Paraguay;4236000.0;Production
Paraguay;4239100.0;Production
Peru;410000.0;Production
Peru;440000.0;Production
Peru;813100.0;Production
Peru;814200.0;Production
Peru;2222000.0;Production
Peru;4243000.0;Production
Philippines;440000.0;Production
Philippines;813100.0;Production
Philippines;813700.0;Production
Philippines;813800.0;Production
Philippines;814200.0;Production
Philippines;2221000.0;Production
Philippines;2222000.0;Production
Philippines;2231000.0;Production
Philippines;2232000.0;Production
Philippines;4232000.0;Production
Philippines;4242000.0;Production
Philippines;4243000.0;Production
Philippines;4244000.0;Production
Russia;410000.0;Production
Russia;440000.0;Production
Russia;813100.0;Production
Russia;813500.0;Production
Russia;813600.0;Production
Russia;814200.0;Production
Russia;2222000.0;Production
Russia;2224000.0;Production
Russia;2226000.0;Production
Russia;4232000.0;Production
Russia;4236000.0;Production
Russia;4239100.0;Production
Rwanda;410000.0;Production
Rwanda;440000.0;Production
Samoa;813700.0;Production
Samoa;2231000.0;Production
Samoa;4242000.0;Production
Sao Tome and Principe;2231000.0;Production
Sao Tome and Principe;2232000.0;Production
Saudi Arabia;410000.0;Production
Saudi Arabia;440000.0;Production
Saudi Arabia;813100.0;Production
Saudi Arabia;4232000.0;Production
Saudi Arabia;4235000.0;Production
Senegal;440000.0;Production
Senegal;813200.0;Production
Senegal;814200.0;Production
Senegal;2221000.0;Production
Senegal;4234000.0;Production
Senegal;4243000.0;Production
Serbia;410000.0;Production
Serbia;440000.0;Production
Serbia;813100.0;Production
Serbia;813500.0;Production
Serbia;2222000.0;Production
Serbia;2224000.0;Production
Serbia;4232000.0;Production
Serbia;4236000.0;Production
Sierra Leone;440000.0;Production
Sierra Leone;813800.0;Production
Sierra Leone;2232000.0;Production
Sierra Leone;4243000.0;Production
Sierra Leone;4244000.0;Production
Singapore;813100.0;Production
Singapore;4232000.0;Production
Solomon Islands;2231000.0;Production
Solomon Islands;2232000.0;Production
Somalia;440000.0;Production
South Africa;410000.0;Production
South Africa;440000.0;Production
South Africa;813100.0;Production
South Africa;813200.0;Production
South Africa;813300.0;Production
South Africa;813500.0;Production
South Africa;813600.0;Production
South Africa;814200.0;Production
South Africa;2221000.0;Production
South Africa;2222000.0;Production
South Africa;2223000.0;Production
South Africa;2224000.0;Production
South Africa;2226000.0;Production
South Africa;4232000.0;Production
South Africa;4233000.0;Production
South Africa;4234000.0;Production
South Africa;4236000.0;Production
South Africa;4239100.0;Production
South Sudan;440000.0;Production
Sri Lanka;440000.0;Production
Sri Lanka;813700.0;Production
Sri Lanka;2231000.0;Production
Sri Lanka;4242000.0;Production
Sudan;410000.0;Production
Sudan;813200.0;Production
Sudan;813300.0;Production
Sudan;2221000.0;Production
Sudan;2223000.0;Production
Sudan;4233000.0;Production
Sudan;4234000.0;Production
Switzerland;410000.0;Production
Switzerland;440000.0;Production
Switzerland;813100.0;Production
Switzerland;813500.0;Production
Switzerland;813600.0;Production
Switzerland;2222000.0;Production
Switzerland;2224000.0;Production
Switzerland;2226000.0;Production
Switzerland;4232000.0;Production
Switzerland;4236000.0;Production
Switzerland;4239100.0;Production
Syria;410000.0;Production
Syria;440000.0;Production
Syria;813100.0;Production
Syria;813300.0;Production
Syria;2222000.0;Production
Syria;2223000.0;Production
Syria;4232000.0;Production
Syria;4233000.0;Production
Syria;4235000.0;Production
Taiwan;410000.0;Production
Taiwan;440000.0;Production
Taiwan;813100.0;Production
Taiwan;813200.0;Production
Taiwan;814200.0;Production
Taiwan;2221000.0;Production
Taiwan;2222000.0;Production
Taiwan;4232000.0;Production
Taiwan;4234000.0;Production
Tajikistan;410000.0;Production
Tajikistan;440000.0;Production
Tajikistan;813300.0;Production
Tajikistan;2223000.0;Production
Tajikistan;4233000.0;Production
Tanzania;410000.0;Production
Tanzania;440000.0;Production
Tanzania;813200.0;Production
Tanzania;813300.0;Production
Tanzania;813700.0;Production
Tanzania;2221000.0;Production
Tanzania;2223000.0;Production
Tanzania;2231000.0;Production
Tanzania;4233000.0;Production
Tanzania;4234000.0;Production
Tanzania;4242000.0;Production
Thailand;440000.0;Production
Thailand;813100.0;Production
Thailand;813200.0;Production
Thailand;813700.0;Production
Thailand;813800.0;Production
Thailand;814200.0;Production
Thailand;2221000.0;Production
Thailand;2222000.0;Production
Thailand;2231000.0;Production
Thailand;2232000.0;Production
Thailand;4232000.0;Production
Thailand;4234000.0;Production
Thailand;4242000.0;Production
Thailand;4243000.0;Production
Thailand;4244000.0;Production
Togo;440000.0;Production
Togo;813200.0;Production
Togo;813300.0;Production
Togo;813800.0;Production
Togo;2221000.0;Production
Togo;2223000.0;Production
Togo;2232000.0;Production
Togo;4233000.0;Production
Togo;4234000.0;Production
Togo;4243000.0;Production
Togo;4244000.0;Production
Trinidad and Tobago;440000.0;Production
Tunisia;410000.0;Production
Tunisia;813100.0;Production
Tunisia;4232000.0;Production
Tunisia;4235000.0;Production
Turkey;410000.0;Production
Turkey;440000.0;Production
Turkey;813100.0;Production
Turkey;813200.0;Production
Turkey;813300.0;Production
Turkey;813500.0;Production
Turkey;813600.0;Production
Turkey;814200.0;Production
Turkey;2221000.0;Production
Turkey;2222000.0;Production
Turkey;2223000.0;Production
Turkey;2224000.0;Production
Turkey;2226000.0;Production
Turkey;4232000.0;Production
Turkey;4233000.0;Production
Turkey;4234000.0;Production
Turkey;4235000.0;Production
Turkey;4236000.0;Production
Turkey;4239100.0;Production
Turkmenistan;410000.0;Production
Turkmenistan;440000.0;Production
Turkmenistan;813300.0;Production
Turkmenistan;2223000.0;Production
Turkmenistan;4233000.0;Production
Uganda;410000.0;Production
Uganda;440000.0;Production
Uganda;813200.0;Production
Uganda;813300.0;Production
Uganda;2221000.0;Production
Uganda;2222000.0;Production
Uganda;2223000.0;Production
Uganda;4233000.0;Production
Uganda;4234000.0;Production
Ukraine;410000.0;Production
Ukraine;440000.0;Production
Ukraine;813100.0;Production
Ukraine;813500.0;Production
Ukraine;813600.0;Production
Ukraine;2222000.0;Production
Ukraine;2224000.0;Production
Ukraine;2226000.0;Production
Ukraine;4232000.0;Production
Ukraine;4236000.0;Production
Ukraine;4239100.0;Production
United Arab Emirates;813100.0;Production
United Arab Emirates;813600.0;Production
United Arab Emirates;4232000.0;Production
United Arab Emirates;4239100.0;Production
United Kingdom;410000.0;Production
United Kingdom;440000.0;Production
United Kingdom;813100.0;Production
United Kingdom;813500.0;Production
United Kingdom;813600.0;Production
United Kingdom;814200.0;Production
United Kingdom;2226000.0;Production
United Kingdom;4232000.0;Production
United Kingdom;4236000.0;Production
United Kingdom;4239100.0;Production
United States;410000.0;Production
United States;440000.0;Production
United States;813100.0;Production
United States;813200.0;Production
United States;813300.0;Production
United States;813500.0;Production
United States;813600.0;Production
United States;814200.0;Production
United States;2221000.0;Production
United States;2222000.0;Production
United States;2223000.0;Production
United States;2224000.0;Production
United States;2226000.0;Production
United States;4232000.0;Production
United States;4233000.0;Production
United States;4234000.0;Production
United States;4235000.0;Production
United States;4236000.0;Production
United States;4239100.0;Production
Uruguay;410000.0;Production
Uruguay;440000.0;Production
Uruguay;813100.0;Production
Uruguay;813500.0;Production
Uruguay;813600.0;Production
Uruguay;2222000.0;Production
Uruguay;2224000.0;Production
Uruguay;2226000.0;Production
Uruguay;4232000.0;Production
Uruguay;4236000.0;Production
Uruguay;4239100.0;Production
Uzbekistan;410000.0;Production
Uzbekistan;440000.0;Production
Uzbekistan;813100.0;Production
Uzbekistan;813300.0;Production
Uzbekistan;813500.0;Production
Uzbekistan;2222000.0;Production
Uzbekistan;2223000.0;Production
Uzbekistan;2224000.0;Production
Uzbekistan;4232000.0;Production
Uzbekistan;4233000.0;Production
Uzbekistan;4236000.0;Production
Vanuatu/New Hebrides;2231000.0;Production
Venezuela;440000.0;Production
Venezuela;813100.0;Production
Venezuela;813700.0;Production
Venezuela;2222000.0;Production
Venezuela;2231000.0;Production
Venezuela;4232000.0;Production
Venezuela;4243000.0;Production
Vietnam;440000.0;Production
Vietnam;813100.0;Production
Vietnam;813200.0;Production
Vietnam;813600.0;Production
Vietnam;813700.0;Production
Vietnam;814200.0;Production
Vietnam;2221000.0;Production
Vietnam;2222000.0;Production
Vietnam;2226000.0;Production
Vietnam;2231000.0;Production
Vietnam;4232000.0;Production
Vietnam;4234000.0;Production
Vietnam;4239100.0;Production
Vietnam;4242000.0;Production
WORLD;410000.0;Production
WORLD;440000.0;Production
WORLD;813100.0;Production
WORLD;813200.0;Production
WORLD;813300.0;Production
WORLD;813500.0;Production
WORLD;813600.0;Production
WORLD;813700.0;Production
WORLD;813800.0;Production
WORLD;814200.0;Production
WORLD;2221000.0;Production
WORLD;2222000.0;Production
WORLD;2223000.0;Production
WORLD;2224000.0;Production
