ANO;MES;CO_NCM;ARG_PAIS_CO;PNET;FOB;NO_NCM_POR;ARG_PAIS_NOME
2019;11;12011000;999;328666,700;207572,50;Soja, mesmo triturada, para semeadura;Secret
2019;12;12011000;999;88013,800;96480,60;Soja, mesmo triturada, para semeadura;Secret
2019;4;12019000;110;s;s;Soja, mesmo triturada, exceto para semeadura;Cote d' Ivoire (Costa de Marfil)
2019;4;12019000;113;156982624,000;54437015,10;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;5;12019000;113;297794215,000;96277167,58;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;6;12019000;113;106138515,000;32894380,36;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;7;12019000;113;s;s;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;8;12019000;113;s;s;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;9;12019000;113;s;s;Soja, mesmo triturada, exceto para semeadura;Egipto
2019;7;12019000;127;s;s;Soja, mesmo triturada, exceto para semeadura;Marruecos
2019;5;12019000;131;s;s;Soja, mesmo triturada, exceto para semeadura;Nigeria
2019;8;12019000;204;s;s;Soja, mesmo triturada, exceto para semeadura;Canada
2019;7;12019000;207;s;s;Soja, mesmo triturada, exceto para semeadura;Cuba
2019;8;12019000;207;s;s;Soja, mesmo triturada, exceto para semeadura;Cuba
2019;1;12019000;208;2622490,000;957241,75;Soja, mesmo triturada, exceto para semeadura;Chile
2019;2;12019000;208;2882310,000;1039683,03;Soja, mesmo triturada, exceto para semeadura;Chile
2019;3;12019000;208;3130050,000;1108466,12;Soja, mesmo triturada, exceto para semeadura;Chile
2019;4;12019000;208;2655640,000;882397,79;Soja, mesmo triturada, exceto para semeadura;Chile
2019;5;12019000;208;2442940,000;762341,20;Soja, mesmo triturada, exceto para semeadura;Chile
2019;6;12019000;208;4055790,000;1331214,64;Soja, mesmo triturada, exceto para semeadura;Chile
2019;7;12019000;208;6534650,000;2121803,70;Soja, mesmo triturada, exceto para semeadura;Chile
2019;8;12019000;208;7624900,000;2436330,63;Soja, mesmo triturada, exceto para semeadura;Chile
2019;9;12019000;208;8633710,000;2804445,67;Soja, mesmo triturada, exceto para semeadura;Chile
2019;10;12019000;208;6133060,000;2013710,80;Soja, mesmo triturada, exceto para semeadura;Chile
2019;11;12019000;208;5438990,000;1832608,55;Soja, mesmo triturada, exceto para semeadura;Chile
2019;12;12019000;208;6612630,000;2269464,06;Soja, mesmo triturada, exceto para semeadura;Chile
2019;1;12019000;212;8855990,000;5422641,81;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;5;12019000;212;s;s;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;7;12019000;212;s;s;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;8;12019000;212;s;s;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;9;12019000;212;20000000,000;12100000,00;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;11;12019000;212;23626705,000;14360715,40;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;12;12019000;212;5207930,000;3166512,20;Soja, mesmo triturada, exceto para semeadura;Estados Unidos
2019;9;12019000;221;s;s;Soja, mesmo triturada, exceto para semeadura;Paraguay
2019;7;12019000;222;s;s;Soja, mesmo triturada, exceto para semeadura;Peru
2019;8;12019000;222;s;s;Soja, mesmo triturada, exceto para semeadura;Peru
2019;6;12019000;225;s;s;Soja, mesmo triturada, exceto para semeadura;Uruguay
2019;9;12019000;226;s;s;Soja, mesmo triturada, exceto para semeadura;Venezuela
2019;5;12019000;302;s;s;Soja, mesmo triturada, exceto para semeadura;Arabia Saudita
2019;7;12019000;302;s;s;Soja, mesmo triturada, exceto para semeadura;Arabia Saudita
2019;1;12019000;310;129464885,000;46115320,96;Soja, mesmo triturada, exceto para semeadura;China
2019;4;12019000;310;161900605,000;54339614,91;Soja, mesmo triturada, exceto para semeadura;China
2019;5;12019000;310;1437165960,000;456468641,86;Soja, mesmo triturada, exceto para semeadura;China
2019;6;12019000;310;361173000,000;113531438,50;Soja, mesmo triturada, exceto para semeadura;China
2019;7;12019000;310;1199083683,000;385091196,90;Soja, mesmo triturada, exceto para semeadura;China
2019;8;12019000;310;835449670,000;281313770,92;Soja, mesmo triturada, exceto para semeadura;China
2019;9;12019000;310;1535971027,000;521744349,82;Soja, mesmo triturada, exceto para semeadura;China
2019;10;12019000;310;1547661280,000;539753599,24;Soja, mesmo triturada, exceto para semeadura;China
2019;11;12019000;310;1383769980,000;484742918,28;Soja, mesmo triturada, exceto para semeadura;China
2019;12;12019000;310;370475000,000;129636708,80;Soja, mesmo triturada, exceto para semeadura;China
2019;5;12019000;313;s;s;Soja, mesmo triturada, exceto para semeadura;Taiwan
2019;4;12019000;337;s;s;Soja, mesmo triturada, exceto para semeadura;Viet Nam
2019;5;12019000;337;s;s;Soja, mesmo triturada, exceto para semeadura;Viet Nam
2019;6;12019000;337;s;s;Soja, mesmo triturada, exceto para semeadura;Viet Nam
2019;7;12019000;337;s;s;Soja, mesmo triturada, exceto para semeadura;Viet Nam
2019;8;12019000;337;s;s;Soja, mesmo triturada, exceto para semeadura;Viet Nam
2019;3;12019000;410;s;s;Soja, mesmo triturada, exceto para semeadura;Espana
2019;12;12019000;410;s;s;Soja, mesmo triturada, exceto para semeadura;Espana
2019;4;12019000;417;s;s;Soja, mesmo triturada, exceto para semeadura;Italia
2019;5;12019000;417;s;s;Soja, mesmo triturada, exceto para semeadura;Italia
2019;9;12019000;417;s;s;Soja, mesmo triturada, exceto para semeadura;Italia
2019;3;12019000;444;s;s;Soja, mesmo triturada, exceto para semeadura;Rusia Federacion de
2019;4;12019000;444;s;s;Soja, mesmo triturada, exceto para semeadura;Rusia Federacion de
2019;7;12019000;444;s;s;Soja, mesmo triturada, exceto para semeadura;Rusia Federacion de
2019;3;12019000;999;29508640,000;12042190,00;Soja, mesmo triturada, exceto para semeadura;Secret
2019;4;12019000;999;68927340,000;23639727,54;Soja, mesmo triturada, exceto para semeadura;Secret
2019;5;12019000;999;113135080,000;36298520,98;Soja, mesmo triturada, exceto para semeadura;Secret
2019;6;12019000;999;18567010,000;5805926,30;Soja, mesmo triturada, exceto para semeadura;Secret
2019;7;12019000;999;145872545,000;53585396,20;Soja, mesmo triturada, exceto para semeadura;Secret
2019;8;12019000;999;135183560,000;49881192,55;Soja, mesmo triturada, exceto para semeadura;Secret
2019;9;12019000;999;36092000,000;12453431,57;Soja, mesmo triturada, exceto para semeadura;Secret
2019;12;12019000;999;32451220,000;10763805,04;Soja, mesmo triturada, exceto para semeadura;Secret
2019;1;10019900;999;4950000,000;1004850,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2019;2;10019900;999;36967000,000;8088924,65;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2019;4;10019900;999;45793000,000;9965960,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2019;11;10019900;999;3065000,000;606870,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2019;12;10019900;999;31850000,000;5802291,62;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2019;1;10059010;999;260000,000;124848,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;2;10059010;999;5564000,000;1039055,06;Milho em grÃ£o, exceto para semeadura;Secret
2019;3;10059010;999;286000,000;133120,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;4;10059010;999;537700,000;252880,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;5;10059010;999;753800,000;352682,62;Milho em grÃ£o, exceto para semeadura;Secret
2019;6;10059010;999;1040000,000;468055,76;Milho em grÃ£o, exceto para semeadura;Secret
2019;7;10059010;999;7104920,000;1105770,93;Milho em grÃ£o, exceto para semeadura;Secret
2019;8;10059010;999;935000,000;415468,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;9;10059010;999;233000,000;110501,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;10;10059010;999;12628000,000;1836715,50;Milho em grÃ£o, exceto para semeadura;Secret
2019;11;10059010;999;8585000,000;1376157,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;12;10059010;999;78000,000;38828,00;Milho em grÃ£o, exceto para semeadura;Secret
2019;2;15071000;999;4000000,000;2521200,00;Ãleo de soja, em bruto, mesmo degomado;Secret
2019;7;15071000;999;4000000,000;2524678,12;Ãleo de soja, em bruto, mesmo degomado;Secret
2019;10;15071000;999;4000000,000;2716000,00;Ãleo de soja, em bruto, mesmo degomado;Secret
2019;12;15071000;999;3920000,000;2673440,00;Ãleo de soja, em bruto, mesmo degomado;Secret
2019;1;15079011;999;74884,320;62438,70;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;4;15079011;999;25104,960;18223,85;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;6;15079011;999;25116,000;17409,30;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;7;15079011;999;74100,480;53764,16;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;8;15079011;999;49245,760;34558,39;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;9;15079011;999;24840,000;17383,32;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;10;15079011;999;25064,480;16165,48;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;12;15079011;999;26918,000;26772,00;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2019;2;23040010;999;8560000,000;2811716,82;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2019;7;23040010;999;3300000,000;1042800,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2019;10;23040010;999;3300000,000;1027620,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2019;11;23040010;999;4241000,000;1321556,96;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2019;12;23040010;999;6050000,000;1929950,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2020;1;10019900;999;105795000,000;19976221,99;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2020;2;10019900;999;140682840,000;27722076,15;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2020;4;10019900;999;1650000,000;321750,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2020;12;10019900;999;9780000,000;2024460,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Secret
2020;1;10059010;999;7587930,000;1448570,45;Milho em grÃ£o, exceto para semeadura;Secret
2020;2;10059010;999;5786000,000;1019756,00;Milho em grÃ£o, exceto para semeadura;Secret
2020;3;10059010;999;311000,000;135128,06;Milho em grÃ£o, exceto para semeadura;Secret
2020;4;10059010;999;12204000,000;1910698,00;Milho em grÃ£o, exceto para semeadura;Secret
2020;5;10059010;999;312960,000;132831,60;Milho em grÃ£o, exceto para semeadura;Secret
2020;6;10059010;999;15459800,000;2438868,16;Milho em grÃ£o, exceto para semeadura;Secret
2020;7;10059010;999;5161600,000;939415,96;Milho em grÃ£o, exceto para semeadura;Secret
2020;8;10059010;999;130000,000;69372,68;Milho em grÃ£o, exceto para semeadura;Secret
2020;9;10059010;999;7544750,000;1459901,19;Milho em grÃ£o, exceto para semeadura;Secret
2020;10;10059010;999;5582000,000;1058030,00;Milho em grÃ£o, exceto para semeadura;Secret
2020;11;10059010;999;7614400,000;1433105,48;Milho em grÃ£o, exceto para semeadura;Secret
2020;12;10059010;999;182000,000;97538,00;Milho em grÃ£o, exceto para semeadura;Secret
2020;1;15071000;999;3999998,000;2768946,15;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;5;15071000;999;30010000,000;18862193,08;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;6;15071000;999;63000000,000;38520385,12;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;7;15071000;999;4000000,000;2730141,67;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;8;15071000;999;5000000,000;3415000,00;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;11;15071000;999;4000000,000;2896640,45;Ãleo de soja, em bruto, mesmo degomado;Secret
2020;1;15079011;999;17457,770;13801,12;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;3;15079011;999;16528,080;14301,08;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;6;15079011;999;96057,940;84965,09;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;7;15079011;999;24824,960;18882,70;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;8;15079011;999;49514,400;37318,62;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;9;15079011;999;23184,000;20347,60;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;10;15079011;999;118984,120;112097,82;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;12;15079011;999;75608,980;82274,24;Ãleo de soja, refinado, em recipientes com capacidade inferior ou igual a 5 litros;Secret
2020;10;15079019;999;6624,000;5832,00;Ãleo de soja, refinado, em recipientes com capacidade menor que 5 litros;Secret
2020;1;23040010;999;7300000,000;2343100,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2020;4;23040010;999;23140000,000;7688570,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2020;6;23040010;999;47300000,000;15320296,46;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2020;9;23040010;999;3300000,000;1057452,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2020;10;23040010;999;2700000,000;1112400,00;Farinhas e pellets, da extraÃ§Ã£o do Ã³leo de soja;Secret
2021;3;10011100;159;s;s1;Trigo duro, para semeadura;Sudafrica
2021;3;10011100;203;s;s4;Trigo duro, para semeadura;Brasil
2021;4;10011100;203;s;s3;Trigo duro, para semeadura;Brasil
2021;5;10011100;203;s;s3;Trigo duro, para semeadura;Brasil
2021;2;10011100;212;s;s1;Trigo duro, para semeadura;Estados Unidos
2021;3;10011100;212;s;s1;Trigo duro, para semeadura;Estados Unidos
2021;4;10011100;225;s;s3;Trigo duro, para semeadura;Uruguay
2021;5;10011100;225;s;s2;Trigo duro, para semeadura;Uruguay
2021;5;10011100;999;97348,480;52793,10;Trigo duro, para semeadura;Secret
2021;8;10011900;202;s;s2;Trigo duro, exceto para semeadura;Bolivia
2021;6;10011900;208;s;s3;Trigo duro, exceto para semeadura;Chile
2021;7;10011900;208;s;s2;Trigo duro, exceto para semeadura;Chile
2021;8;10011900;208;s;s3;Trigo duro, exceto para semeadura;Chile
2021;9;10011900;208;s;s3;Trigo duro, exceto para semeadura;Chile
2021;10;10011900;208;1542640,000;308514,74;Trigo duro, exceto para semeadura;Chile
2021;11;10011900;208;s;s4;Trigo duro, exceto para semeadura;Chile
2021;12;10011900;208;2021740,000;346909,48;Trigo duro, exceto para semeadura;Chile
2021;8;10011900;999;371000,000;78220,00;Trigo duro, exceto para semeadura;Secret
2021;6;10019100;208;s;s2;Outrros trigos e misturas de trigo com centeio, para semeadura;Chile
2021;12;10019100;212;s;s1;Outrros trigos e misturas de trigo com centeio, para semeadura;Estados Unidos
2021;4;10019100;225;s;s2;Outrros trigos e misturas de trigo com centeio, para semeadura;Uruguay
2021;5;10019100;225;55920,000;49797,20;Outrros trigos e misturas de trigo com centeio, para semeadura;Uruguay
2021;6;10019100;225;112000,000;88830,00;Outrros trigos e misturas de trigo com centeio, para semeadura;Uruguay
2021;6;10019100;999;6010,000;5617,00;Outrros trigos e misturas de trigo com centeio, para semeadura;Secret
2021;11;10019900;101;s;s4;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Burkina Faso
2021;2;10019900;102;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Argelia
2021;3;10019900;102;92359500,000;24983629,50;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Argelia
2021;4;10019900;102;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Argelia
2021;11;10019900;102;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Argelia
2021;12;10019900;102;143674270,000;39598718,95;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Argelia
2021;1;10019900;104;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Burundi
2021;11;10019900;104;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Burundi
2021;12;10019900;104;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Burundi
2021;11;10019900;105;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Camerun
2021;1;10019900;108;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Congo
2021;11;10019900;108;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Congo
2021;12;10019900;108;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Congo
2021;3;10019900;110;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Cote d' Ivoire (Costa de Marfil)
2021;4;10019900;110;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Cote d' Ivoire (Costa de Marfil)
2021;11;10019900;110;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Cote d' Ivoire (Costa de Marfil)
2021;12;10019900;110;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Cote d' Ivoire (Costa de Marfil)
2021;1;10019900;116;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Gambia
2021;2;10019900;116;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Gambia
2021;3;10019900;116;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Gambia
2021;4;10019900;116;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Gambia
2021;11;10019900;117;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Ghana
2021;2;10019900;118;71463000,000;15710925,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Guinea
2021;3;10019900;118;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Guinea
2021;1;10019900;120;117044000,000;27248761,36;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;2;10019900;120;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;3;10019900;120;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;10;10019900;120;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;11;10019900;120;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;12;10019900;120;195152848,000;54408268,08;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Kenya
2021;2;10019900;122;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Liberia
2021;11;10019900;122;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Liberia
2021;11;10019900;124;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Madagascar
2021;2;10019900;125;s;s4;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Malawi
2021;1;10019900;126;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;3;10019900;126;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;4;10019900;126;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;5;10019900;126;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;11;10019900;126;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;12;10019900;126;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mali
2021;2;10019900;127;74680000,000;18310649,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Marruecos
2021;3;10019900;127;237585390,000;58551194,04;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Marruecos
2021;4;10019900;127;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Marruecos
2021;11;10019900;127;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Marruecos
2021;12;10019900;127;240377130,000;66836986,49;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Marruecos
2021;1;10019900;129;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mauritania
2021;3;10019900;129;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mauritania
2021;4;10019900;129;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mauritania
2021;11;10019900;129;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mauritania
2021;12;10019900;129;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mauritania
2021;1;10019900;131;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;2;10019900;131;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;3;10019900;131;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;4;10019900;131;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;5;10019900;131;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;11;10019900;131;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;12;10019900;131;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Nigeria
2021;2;10019900;132;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Zimbabwe
2021;1;10019900;133;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Rwanda
2021;2;10019900;133;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Rwanda
2021;11;10019900;133;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Rwanda
2021;12;10019900;133;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Rwanda
2021;1;10019900;134;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;3;10019900;134;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;4;10019900;134;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;5;10019900;134;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;11;10019900;134;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;12;10019900;134;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Senegal
2021;1;10019900;139;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Tanzania, Republica Unida de
2021;2;10019900;139;66112000,000;15295986,08;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Tanzania, Republica Unida de
2021;11;10019900;139;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Tanzania, Republica Unida de
2021;12;10019900;139;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Tanzania, Republica Unida de
2021;2;10019900;140;s;s5;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Togo
2021;3;10019900;141;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Tunez
2021;1;10019900;142;65832980,000;14972122,52;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;2;10019900;142;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;3;10019900;142;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;10;10019900;142;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;11;10019900;142;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;12;10019900;142;73109100,000;21990239,10;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Uganda
2021;4;10019900;149;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Angola
2021;5;10019900;149;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Angola
2021;10;10019900;149;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Angola
2021;11;10019900;149;s;s6;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Angola
2021;12;10019900;149;s;s8;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Angola
2021;1;10019900;151;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mozambique
2021;2;10019900;151;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Mozambique
2021;12;10019900;159;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Sudafrica
2021;1;10019900;202;6361060,000;1308263,20;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;2;10019900;202;9594440,000;1823631,80;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;3;10019900;202;8932790,000;1747841,95;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;4;10019900;202;5434000,000;1043695,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;5;10019900;202;3882000,000;729185,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;6;10019900;202;2983000,000;570620,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;7;10019900;202;2040000,000;390300,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;8;10019900;202;1585000,000;314490,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;9;10019900;202;1428000,000;295820,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;10;10019900;202;1241000,000;253190,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;11;10019900;202;2488000,000;516945,00;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;12;10019900;202;1955320,000;412110,80;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Bolivia
2021;1;10019900;203;546412730,000;120897087,35;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;2;10019900;203;639297285,000;145078040,23;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;3;10019900;203;335480788,000;84089458,34;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;4;10019900;203;449034310,000;116926935,38;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;5;10019900;203;420070428,150;114225823,80;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;6;10019900;203;416020800,000;111636483,52;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;7;10019900;203;516750350,000;140439355,04;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;8;10019900;203;452729730,000;124318159,95;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;9;10019900;203;403525900,000;112278794,78;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;10;10019900;203;467405920,000;130335839,02;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;11;10019900;203;302969710,000;83740385,13;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;12;10019900;203;563106950,000;158818131,57;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Brasil
2021;12;10019900;205;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Colombia
2021;8;10019900;207;s;s7;Outros trigos e misturas de trigo com centeio, exceto para semeadura;Cuba
